crop,year,eCy,RTS,tauC,TFP
soybean,2004,0.290728640537021,2.54325996992507,-0.0563720488016893,0.14373378741066
soybean,2005,0.271031280291205,2.19744308126316,-0.0529428695797275,0.117664879370769
soybean,2006,0.271612426947908,3.60822720403347,-0.0493629035145563,0.177736848582993
soybean,2007,0.223744127774036,3.66421338223284,-0.0452406492280322,0.166566252610072
soybean,2008,0.333679359967347,3.39798139067238,-0.0423500424363129,0.14317819076356
soybean,2009,0.286139175543702,4.39287013635751,-0.0383095464957816,0.167075540576033
soybean,2010,0.349516082637871,2.99758674279427,-0.034710143552851,0.103900687814226
soybean,2011,0.350845147348169,2.98679377065387,-0.0312573978665438,0.0931023007520242
soybean,2012,0.374385739097049,2.81089145628576,-0.0275361878404228,0.0771422038253465
soybean,2013,0.34939115895477,3.05225893868399,-0.0238292221146973,0.0725244099453855
soybean,2014,0.297332915475454,4.01747548030486,-0.0198713723005621,0.0793599521213973
soybean,2015,0.304869683571783,4.42437310438024,-0.0163760311769172,0.0715789376430903
soybean,2016,0.271820734472741,2.57591765892627,-0.0127250894346332,0.0333943855092627
soybean,2017,0.300526826303798,3.89002014937623,-0.0093775736580089,0.0361254328400938
soybean,2018,0.254985408780202,5.47484149240932,-0.00587499909723376,0.0312922113449263
soybean,2019,0.29234452140322,4.56423867093584,-0.00250886719597034,0.010610581633323
soybean,2020,0.294934011403632,4.07127328393799,0.00106229718074056,-0.00475580352730182
soybean,2021,0.316923328548817,3.53975920069933,0.00434803892645217,-0.0158125122037429
soybean,2022,0.329951436514516,3.32363283922929,0.00737781586466663,-0.0247146750767672
soybean,2023,0.388478673960338,2.73108687772541,0.0107187727378607,-0.0292392966887356
soybean,2024,0.302122445663067,4.38603142367701,0.0145490314752786,-0.0645653605258707
