crop,year,eCy,RTS,tauC,TFP
soybean,2004,0.230252032009014,2.70398359077281,-0.0379901041931126,0.103321160755848
soybean,2005,0.221248788512365,8.00233627499701,-0.0355099717892209,0.288340055598408
soybean,2006,0.225816012165313,-1.89083500572035,-0.0332345554329039,-0.0583794404995776
soybean,2007,0.198327144983755,11.4948555991701,-0.0303947829750295,0.346331380267864
soybean,2008,0.26148668275696,4.08911183526266,-0.0271242398954978,0.110849013850552
soybean,2009,0.242410127912664,4.51249137026871,-0.0252476676173763,0.113521125589964
soybean,2010,0.28849046840648,3.54673244547138,-0.0231571216827633,0.0823547596053354
soybean,2011,0.294776609744444,3.47196667378791,-0.0208210136441855,0.0722521309164766
soybean,2012,0.317620885374671,3.22915162091408,-0.0187365133413971,0.0604639178856343
soybean,2013,0.308950408975796,3.33207568020418,-0.0166383438522701,0.055485137967322
soybean,2014,0.282046915825247,3.78674687349926,-0.0145349422432299,0.0551203571206086
soybean,2015,0.289465054632421,3.73125553675505,-0.0119731298547494,0.0446669789300346
soybean,2016,0.272541046896791,-0.694270736933392,-0.00963187449503952,-0.0083303809520304
soybean,2017,0.291450600495031,3.62862989004204,-0.00709401415290786,0.0259963914605062
soybean,2018,0.265556090708544,4.07274007268744,-0.00460677433009676,0.0188984784841193
soybean,2019,0.290350558893474,3.68057195251208,-0.00204897927508929,0.00761191626486094
soybean,2020,0.294381595923226,3.59147345457123,0.000504937583658637,-0.00162526498906656
soybean,2021,0.307579614060689,3.38542956979691,0.00323231103776866,-0.0108546298179801
soybean,2022,0.313444199226437,3.30073198058203,0.00606366181118091,-0.0197326388213403
soybean,2023,0.351593269351487,2.91144847246768,0.00850825222736082,-0.0244950508688485
soybean,2024,0.302187125244567,3.51778987723211,0.0107953426388638,-0.0379856252756149
