进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2013.0,100790000,其他食用高梁,7046021.0,19456350.0,千克,澳大利亚,来料加工装配贸易,吴淞海关,江海运输,澳大利亚,湖北永康粮油股份有限公司,174,湖北省天门竟陵办事处陆羽大道西48,,,42129.0,,程利明,荆州,hs100700,usd
进口,2013.0,100790000,其他食用高梁,2095824.0,5989280.0,千克,澳大利亚,来料加工装配贸易,吴淞海关,航空运输,澳大利亚,上海尊融国际贸易有限公司,173,上海市浦东新区民生路550号609室,58527781,021-58858654,31222.0,,张冠玲,上海浦东新区,hs100700,usd
进口,2013.0,100790000,其他食用高梁,11504301.0,31363800.0,千克,澳大利亚,,外高桥关,江海运输,澳大利亚,北京京粮金丰粮油贸易有限责任公司,.,北京市西城区马连道路13号91幢,,010-63274181,100055.0,.,马俊,朝阳区,hs100700,usd
进口,2013.0,100790000,其他食用高梁,336847.0,995930.0,千克,澳大利亚,进料加工贸易,外高桥关,汽车运输,澳大利亚,恒天创业投资有限公司,.,北京市朝阳区京顺东街6号院5号楼,84536148,010-84306409,100015.0,.,王威,朝阳区,hs100700,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,29995601.0,88000353.0,千克,美国,,外高桥关,江海运输,美国,恒天创业投资有限公司,.,北京市朝阳区京顺东街6号院5号楼,84536148,010-84306409,100015.0,.,王威,朝阳区,hs230330,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,35059592.0,100196303.0,千克,美国,,外港海关,汽车运输,美国,上海浦耀贸易有限公司,173,上海市浦东新区航头镇大麦湾工业区5842号118幢,58228542,021-58222000,31169.0,,沈韧,南汇,hs230330,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,69222.0,206405.0,千克,美国,进料加工贸易,外港海关,江海运输,美国,浙江特产亿丰贸易有限公司,159,丹枫路788号,87821051,0571-87821058,33019.0,,翁加丰,杭州其他,hs230330,usd
进口,2013.0,100790000,其他食用高梁,2516634.0,6481070.0,千克,澳大利亚,,浦东机场,江海运输,澳大利亚,上海西郊国际农产品交易有限公司,.,青浦区华新镇华徐公路3833号,,021-69798888,201705.0,.,朱皓,青浦,hs100700,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1158199.0,3192656.0,千克,美国,,上海快件,汽车运输,美国,中航国际粮油贸易有限公司,.,,,,,.,,奉贤,hs230330,usd
进口,2013.0,100590000,玉米，种用除外,1265651.0,4444186.0,千克,美国,,上海快件,汽车运输,美国,浙江华腾牧业有限公司,.,湘溪村永安路,88518511,0573-88518222,314513.0,.,沈建平,嘉兴,hs100590,usd
进口,2013.0,100390000,其他大麦,19580282.0,60082450.0,千克,澳大利亚,,洋山海关（港区）,空运,澳大利亚,盐城海越麦芽有限公司,,,,,,,,盐城,hs100300,usd
进口,2013.0,100790000,其他食用高梁,112240.0,200000.0,千克,韩国,来料加工装配贸易,洋山海关（港区）,江海运输,韩国,大连兵工贸易有限公司,173,大连市中山区友好路158号友好大厦26层N号,,0411-82520152,21029.0,,林野,大连其他,hs100700,usd
进口,2013.0,100790000,其他食用高梁,31502.0,99940.0,千克,澳大利亚,进料加工贸易,洋山海关（港区）,航空运输,澳大利亚,大连生威玉米有限公司,.,大连市中山区长江东路71号中港大厦15层1至4号,,,116001.0,.,祝明耀,大连其他,hs100700,usd
进口,2013.0,100590000,玉米，种用除外,460029.0,551122.0,千克,美国,,洋山海关（港区）,江海运输,美国,上海同华储运有限公司,159,上海市洋山保税港区顺运路389号2号仓库第3单元,,,31166.0,,虞卓文,洋山保税港区,hs100590,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,349350.0,170000.0,千克,美国,,洋山海关（港区）,江海运输,美国,华达生化科技饲料(湖北)有限公司,,,,,42019.0,,,武汉其他,hs230330,usd
进口,2013.0,100390000,其他大麦,751176.0,2556070.0,千克,澳大利亚,进料加工贸易,洋山海关（港区）,汽车运输,澳大利亚,江苏杰龙麦芽有限公司,159,射阳经济开发区西区风兴居委会人民西路,82392030,0515-82392030,32099.0,,祁书伟,盐城,hs100300,usd
进口,2013.0,100590000,玉米，种用除外,583023.0,1985485.0,千克,美国,,洋山海关（港区）,江海运输,美国,常州机械设备进出口有限公司,国有企业,江苏省常州市怀德北路29号,05196602308,05196684880,213002.0,,王国庆,常州其他,hs100590,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,107903.0,340996.0,千克,美国,,洋山海关（港区）,航空运输,美国,常州机械设备进出口有限公司,国有企业,江苏省常州市怀德北路29号,05196602308,05196684880,213002.0,,王国庆,常州其他,hs230330,usd
进口,2013.0,100510000,种用玉米,392.0,40.0,千克,阿根廷,,洋山海关（港区）,江海运输,阿根廷,陶氏益农农业科技(中国)有限公司,,,,,,,,南通其他,hs100510,usd
进口,2013.0,100590000,玉米，种用除外,2112.0,400.0,千克,智利,,洋山海关（港区）,江海运输,智利,陶氏益农农业科技(中国)有限公司,,,,,,,,南通其他,hs100590,usd
进口,2013.0,100590000,玉米，种用除外,54.0,6.0,千克,美国,,洋山海关（港区）,江海运输,美国,陶氏益农农业科技(中国)有限公司,,,,,,,,南通其他,hs100590,usd
进口,2013.0,100590000,玉米，种用除外,1622025.0,5630221.0,千克,美国,,张保税区,汽车运输,美国,南通日照国际贸易有限公司,私营企业,工农路105号宏信大厦401室,,0513-5293361,226001.0,,秦金泉,南通其他,hs100590,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,23498292.0,67315387.0,千克,美国,进料加工贸易,张保税区,江海运输,美国,南通日照国际贸易有限公司,私营企业,工农路105号宏信大厦401室,,0513-5293361,226001.0,,秦金泉,南通其他,hs230330,usd
进口,2013.0,230330000,酿造及蒸馏过程中的糟粕及残渣,612827.0,3406150.0,千克,韩国,,连云港关,汽车运输,韩国,韩友(连云港)贸易有限公司,,,,,,,,连云港经济技术开发区,hs230330,usd
进口,2013.0,100390000,其他大麦,367120.0,1020609.0,千克,韩国,,连云港关,汽车运输,韩国,连云港环泰进出口贸易有限公司,私营企业,,,,,,,连云港其他,hs100300,usd
