进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2009.0,10051000,种用玉米,862.0,50.0,千克,402.0,,青机场关,航空运输,402.0,山东金种子农业发展有限公司,,,,,,,,济南其他,hs100510,usd
进口,2009.0,10051000,种用玉米,3505.0,164.0,千克,305.0,进料加工贸易,青机场关,汽车运输,305.0,山东金种子农业发展有限公司,,,,,,,,济南其他,hs100510,usd
进口,2009.0,10051000,种用玉米,26449.0,1890.0,千克,412.0,进料加工贸易,青机场关,江海运输,412.0,山东金种子农业发展有限公司,,,,,,,,济南其他,hs100510,usd
进口,2009.0,10051000,种用玉米,1565.0,150.0,千克,111.0,,青机场关,航空运输,111.0,山东金种子农业发展有限公司,,,,,,,,济南其他,hs100510,usd
进口,2009.0,23033000,酿造及蒸馏过程中的糟粕及残渣,37924.0,199002.0,千克,502.0,来料加工装配贸易,青开发区,汽车运输,502.0,青岛宏川物流有限公司,私营企业,青岛保税区富润综合楼205号,,0532 2971840,266555.0,,刘新姿,青岛保税区,hs230330,usd
进口,2009.0,07141020,木薯干,1183492.0,6235035.0,千克,112.0,进料加工贸易,丹东海关,江海运输,112.0,,私营企业,,,,,,,青岛保税区,hs071410,usd
进口,2009.0,07141020,木薯干,8493918.0,54620216.0,千克,136.0,,丹东海关,空运,136.0,,私营企业,,,,,,,青岛保税区,hs071410,usd
进口,2009.0,10030090,其他大麦,445486.0,2007640.0,千克,305.0,外商投资企业作为投资进口的设备﹑ 物品,青开发区,航空运输,305.0,山东省嘉华对外贸易有限公司,国有企业,青岛市巫峡路25号,,0532 3894127,266002.0,,吴洪祥,青岛其他,hs100300,usd
进口,2009.0,07141020,木薯干,1000305.0,5012043.0,千克,141.0,进料加工贸易,青开发区,江海运输,141.0,山东物博国际贸易有限公司,国有企业,青岛市保定路18号,,0532 2840865,266001.0,,王克如,青岛其他,hs071410,usd
进口,2009.0,07141020,木薯干,16501800.0,104011890.0,千克,136.0,,机场单证,汽车运输,136.0,青岛中化实业有限公司,国有企业,青岛市市南区香港中路20号黄金广场北办公大楼,,0532 5021676,266071.0,,苗平,青岛其他,hs071410,usd
进口,2009.0,07141020,木薯干,14411001.0,110945160.0,千克,141.0,,机场单证,航空运输,141.0,青岛中化实业有限公司,国有企业,青岛市市南区香港中路20号黄金广场北办公大楼,,0532 5021676,266071.0,,苗平,青岛其他,hs071410,usd
进口,2009.0,10030090,其他大麦,4382811.0,14347930.0,千克,305.0,,青开发区,空运,305.0,青岛啤酒股份有限公司,中外合资企业,青岛市登州路56号,0532-5714533,0532 5712437,266023.0,,李桂荣,青岛其他,hs100300,usd
进口,2009.0,10030090,其他大麦,31992101.0,118471100.0,千克,501.0,,青开发区,江海运输,501.0,青岛啤酒股份有限公司,中外合资企业,青岛市登州路56号,0532-5714533,0532 5712437,266023.0,,李桂荣,青岛其他,hs100300,usd
进口,2009.0,10030090,其他大麦,11362415.0,47388232.0,千克,601.0,,青开发区,江海运输,601.0,青岛啤酒股份有限公司,中外合资企业,青岛市登州路56号,0532-5714533,0532 5712437,266023.0,,李桂荣,青岛其他,hs100300,usd
进口,2009.0,10030090,其他大麦,589438.0,2426354.0,千克,301.0,,青开发区,江海运输,301.0,青岛啤酒股份有限公司,中外合资企业,青岛市登州路56号,0532-5714533,0532 5712437,266023.0,,李桂荣,青岛其他,hs100300,usd
进口,2009.0,23033000,酿造及蒸馏过程中的糟粕及残渣,189876.0,996358.0,千克,502.0,,外港海关,汽车运输,502.0,青岛港嘉国际贸易有限公司,私营企业,青岛市市南区福州路9号(新世界大厦),,0532-5777550,266071.0,,张野,青岛其他,hs230330,usd
进口,2009.0,07141020,木薯干,1125336.0,8310890.0,千克,141.0,进料加工贸易,浦东机场,江海运输,141.0,青岛一木集团营销有限公司,,,,,,,,青岛其他,hs071410,usd
进口,2009.0,07141020,木薯干,1754498.0,12629967.0,千克,136.0,,浦东机场,江海运输,136.0,青岛一木集团营销有限公司,,,,,,,,青岛其他,hs071410,usd
进口,2009.0,07141020,木薯干,1882040.0,12754376.0,千克,136.0,进料加工贸易,青开发区,江海运输,136.0,青岛润涵国际贸易有限公司,,,,,,,,青岛其他,hs071410,usd
进口,2009.0,23033000,酿造及蒸馏过程中的糟粕及残渣,7149796.0,34114104.0,千克,502.0,,青开发区,江海运输,502.0,山东六和集团有限公司,私营企业,青岛市香港中路61号阳光大厦21楼,,0532-5975566,266071.0,,陈静,青岛其他,hs230330,usd
进口,2009.0,10030090,其他大麦,3175733.0,12795331.0,千克,305.0,,青开发区,江海运输,305.0,烟台合益食品有限公司,外商独资企业,烟台市高新区莱山镇工业园,,0535 6773377,264680.0,,刘添全,烟台其他,hs100300,usd
进口,2009.0,07141020,木薯干,9782107.0,58020120.0,千克,141.0,外商投资企业作为投资进口的设备﹑ 物品,青前湾港,江海运输,141.0,,中外合资企业,,,,,,,潍坊其他,hs071410,usd
进口,2009.0,10030090,其他大麦,4603229.0,20712900.0,千克,601.0,,青开发区,航空运输,601.0,,外商独资企业,,,,,,,潍坊其他,hs100300,usd
进口,2009.0,10030090,其他大麦,1154584.0,5015815.0,千克,305.0,,青开发区,航空运输,305.0,,外商独资企业,,,,,,,潍坊其他,hs100300,usd
进口,2009.0,23033000,酿造及蒸馏过程中的糟粕及残渣,16592745.0,82928112.0,千克,502.0,进料加工贸易,青前湾港,江海运输,502.0,山东中慧国际贸易有限公司,,,,,,,,潍坊其他,hs230330,usd
进口,2009.0,07141020,木薯干,870839.0,4725009.0,千克,112.0,进料加工贸易,青前湾港,汽车运输,112.0,日照恒信工贸公司,国有企业,日照南路48号,,0633 8333014,276800.0,,王旭日,日照,hs071410,usd
进口,2009.0,07141020,木薯干,27899595.0,167289700.0,千克,136.0,,青前湾港,江海运输,136.0,日照恒信工贸公司,国有企业,日照南路48号,,0633 8333014,276800.0,,王旭日,日照,hs071410,usd
进口,2009.0,07141020,木薯干,21067782.0,152822270.0,千克,141.0,进料加工贸易,青前湾港,汽车运输,141.0,日照恒信工贸公司,国有企业,日照南路48号,,0633 8333014,276800.0,,王旭日,日照,hs071410,usd
进口,2009.0,07141020,木薯干,2743259.0,19493172.0,千克,141.0,,龙口海关,江海运输,141.0,雅禾(日照)木薯加工有限公司,外商独资企业,日照市南环路中段,,0633 3999771,276800.0,,朱铭泉,日照,hs071410,usd
进口,2009.0,07141020,木薯干,3300653.0,22543534.0,千克,136.0,,龙口海关,江海运输,136.0,雅禾(日照)木薯加工有限公司,外商独资企业,日照市南环路中段,,0633 3999771,276800.0,,朱铭泉,日照,hs071410,usd
进口,2009.0,07141020,木薯干,8178003.0,59710440.0,千克,141.0,,连云港关,江海运输,141.0,日照宏达进出口有限公司,,,,,,,,日照,hs071410,usd
进口,2009.0,07141020,木薯干,20503381.0,127394990.0,千克,136.0,,连云港关,航空运输,136.0,日照宏达进出口有限公司,,,,,,,,日照,hs071410,usd
进口,2009.0,07141020,木薯干,7617868.0,55807952.0,千克,136.0,,日照海关,航空运输,136.0,日照裕和工贸有限公司,私营企业,海滨三路南端,,0633 8327196,276826.0,,王兆森,日照,hs071410,usd
进口,2009.0,07141020,木薯干,1459686.0,11344070.0,千克,141.0,,日照海关,江海运输,141.0,日照裕和工贸有限公司,私营企业,海滨三路南端,,0633 8327196,276826.0,,王兆森,日照,hs071410,usd
进口,2009.0,07141020,木薯干,76993121.0,539219650.0,千克,136.0,,连云港关,江海运输,136.0,日照宏伟贸易有限公司,私营企业,山东省日照市黄海一路95号,,0633-8386328,276826.0,,刘宏伟,日照,hs071410,usd
