进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2010.0,230330000,酿造及蒸馏过程中的糟粕及残渣,247461.0,1028007.0,千克,502.0,,黄埔老港海关,江海运输,502.0,中艺华海进出口有限公司,集体企业,珠海市吉大海滨南路光大国际贸易中心2112室,,0756 3326213,519020.0,,金华,珠海特区,hs230330,usd
进口,2010.0,100510000,种用玉米,5000.0,200.0,千克,129.0,外商投资企业作为投资进口的设备﹑ 物品,九洲海关,江海运输,129.0,广东省良种引进服务公司,私营企业,,,0756-8885756,519020.0,,曾健民,珠海特区,hs100510,usd
进口,2010.0,100510000,种用玉米,50000.0,5000.0,千克,111.0,,九洲海关,江海运输,111.0,广东省良种引进服务公司,私营企业,,,0756-8885756,519020.0,,曾健民,珠海特区,hs100510,usd
进口,2010.0,230330000,酿造及蒸馏过程中的糟粕及残渣,5007745.0,20052368.0,千克,502.0,来料加工装配贸易,文锦渡关,江海运输,502.0,广东恒兴集团有限公司,私营企业,广东湛江市麻章经济开发区金康中路,,0759 3303333,524094.0,,陈丹,湛江其他,hs230330,usd
进口,2010.0,100590000,"玉米,种用除外",5253211.0,24200000.0,千克,502.0,进料加工贸易,文锦渡关,江海运输,502.0,广东恒兴集团有限公司,私营企业,广东湛江市麻章经济开发区金康中路,,0759 3303333,524094.0,,陈丹,湛江其他,hs100590,usd
进口,2010.0,230330000,酿造及蒸馏过程中的糟粕及残渣,127180.0,504126.0,千克,502.0,,肇庆三榕,江海运输,502.0,肇庆市福加德面粉有限公司,中外合资企业,高要市南岸镇南湾路18号,0758 8392499,0758 8392499,526100.0,,陈明新,肇庆,hs230330,usd
进口,2010.0,100700900,其他食用高梁,253840.0,990600.0,千克,601.0,,肇庆三榕,江海运输,601.0,肇庆市福加德面粉有限公司,中外合资企业,高要市南岸镇南湾路18号,0758 8392499,0758 8392499,526100.0,,陈明新,肇庆,hs100700,usd
进口,2010.0,100400900,其他燕麦,1023376.0,2976840.0,千克,601.0,,文锦渡关,江海运输,601.0,东莞市金马经贸有限公司,私营企业,东莞市莞太大道金马大厦五楼,0769 2223627,0769 2223627,523016.0,,黄汇滔,东莞,hs100400,usd
进口,2010.0,100400900,其他燕麦,2035348.0,8813755.0,千克,601.0,保税仓库进出境货物,文锦渡关,江海运输,601.0,东莞市金马经贸有限公司,私营企业,东莞市莞太大道金马大厦五楼,0769 2223627,0769 2223627,523016.0,,黄汇滔,东莞,hs100400,usd
进口,2010.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1864470.0,7916031.0,千克,502.0,,黄埔老港海关,汽车运输,502.0,东莞市富之源饲料蛋白开发有限公司,,,,,,,,东莞,hs230330,usd
