进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,273413.0,815261.0,千克,美国,其它,外港海关,江海运输,美国,,159,丹枫路788号,87821051,0571-87821058,33019.0,,翁加丰,杭州其他,hs230330,usd
进口,2014.0,100390000,其他大麦,16474102.0,60500000.0,千克,澳大利亚,,外港海关,航空运输,澳大利亚,,,,,,,,,杭州其他,hs100300,usd
进口,2014.0,100790000,其他食用高梁,284064.0,1026833.0,千克,美国,,外港海关,江海运输,美国,,,,,,,,,杭州其他,hs100700,usd
进口,2014.0,100490000,其他燕麦,1538643.0,4956705.0,千克,澳大利亚,,外港海关,航空运输,澳大利亚,钰嘉(上海)食品有限公司,.,,,,,.,,金山,hs100400,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,15345467.0,46245828.0,千克,美国,,外港海关,汽车运输,美国,,173,上海市浦东新区航头镇大麦湾工业区5842号118幢,58228542,021-58222000,31169.0,,沈韧,南汇,hs230330,usd
进口,2014.0,100790000,其他食用高梁,7398211.0,27351231.0,千克,美国,,外港海关,江海运输,美国,,,,,,,,,闸北,hs100700,usd
进口,2014.0,100390000,其他大麦,2109646.0,7769910.0,千克,澳大利亚,来料加工装配贸易,外港海关,汽车运输,澳大利亚,,173,上海市浦东新区航头镇大麦湾工业区5842号118幢,58228542,021-58222000,31169.0,,沈韧,南汇,hs100300,usd
进口,2014.0,100390000,其他大麦,237919.0,897020.0,千克,美国,,外港海关,汽车运输,美国,,173,上海市浦东新区航头镇大麦湾工业区5842号118幢,58228542,021-58222000,31169.0,,沈韧,南汇,hs100300,usd
进口,2014.0,100390000,其他大麦,285290.0,1032890.0,千克,澳大利亚,,上海快件,江海运输,澳大利亚,浙江华腾牧业有限公司,.,湘溪村永安路,88518511,0573-88518222,314513.0,.,沈建平,嘉兴,hs100300,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,611713.0,1867482.0,千克,美国,进料加工贸易,上海快件,江海运输,美国,中航国际粮油贸易有限公司,.,,,,,.,,奉贤,hs230330,usd
进口,2014.0,100790000,其他食用高梁,575838.0,2154677.0,千克,美国,进料加工贸易,上海快件,江海运输,美国,中航国际粮油贸易有限公司,.,,,,,.,,奉贤,hs100700,usd
进口,2014.0,100510000,种用玉米,461.0,40.0,千克,阿根廷,,上海快件,江海运输,阿根廷,,,,,,31179.0,,,奉贤,hs100510,usd
进口,2014.0,100390000,其他大麦,1880506.0,6928200.0,千克,澳大利亚,,上海快件,汽车运输,澳大利亚,中航国际粮油贸易有限公司,.,,,,,.,,奉贤,hs100300,usd
进口,2014.0,100590000,"玉米,种用除外",150150.0,487500.0,千克,泰国,进料加工贸易,上海快件,江海运输,泰国,浙江华腾牧业有限公司,.,湘溪村永安路,88518511,0573-88518222,314513.0,.,沈建平,嘉兴,hs100590,usd
进口,2014.0,100510000,种用玉米,465.0,50.0,千克,阿根廷,进料加工贸易,连大窑湾,江海运输,阿根廷,吉林吉农高新技术发展股份有限公司,国有企业,吉林省公主岭市西兴华街6号,0434 6256650,0434 6256650,136100.0,,岳德荣,公主岭,hs100510,usd
进口,2014.0,100590000,"玉米,种用除外",9264386.0,33462000.0,千克,美国,进料加工贸易,大连大窑湾保税港区,汽车运输,美国,,,,,,,,,长春其他,hs100590,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,2742526.0,8131181.0,千克,美国,对外承包工程出口货物,大连大窑湾保税港区,江海运输,美国,,190,九台市新华大街外贸六楼,,0431-82353498,22159.0,,张仁,九台,hs230330,usd
进口,2014.0,100790000,其他食用高梁,4348747.0,16031590.0,千克,美国,,大连大窑湾保税港区,江海运输,美国,,,,,,,,,阜新,hs100700,usd
进口,2014.0,100510000,种用玉米,381.0,144.0,千克,法国,,大连大窑湾保税港区,江海运输,法国,,,,,,,,,哈尔滨其他,hs100510,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,3817171.0,11171973.0,千克,美国,,大连大窑湾保税港区,江海运输,美国,黑龙江省北大荒进出口有限公司,,,,,,,,哈尔滨其他,hs230330,usd
进口,2014.0,100510000,种用玉米,715.0,86.0,千克,阿根廷,,大连大窑湾保税港区,空运,阿根廷,,,,,,,,,哈尔滨其他,hs100510,usd
进口,2014.0,100590000,"玉米,种用除外",495053.0,1882427.0,千克,美国,,大连大窑湾保税港区,江海运输,美国,英联饲料（辽宁）有限公司,.,腾鳌特区新城路145号,8314003,0412-8314003,114225.0,.,王美玲,鞍山其他,hs100590,usd
进口,2014.0,100790000,其他食用高梁,155596.0,475860.0,千克,澳大利亚,,大连大窑湾保税港区,江海运输,澳大利亚,,,,,,,,,阜新,hs100700,usd
进口,2014.0,100790000,其他食用高梁,172942.0,681221.0,千克,美国,,吴淞海关,汽车运输,美国,,,,,,,,,岳阳,hs100700,usd
进口,2014.0,100790000,其他食用高梁,33181110.0,92001290.0,千克,澳大利亚,,吴淞海关,江海运输,澳大利亚,,,,,,,,,黄石,hs100700,usd
进口,2014.0,100790000,其他食用高梁,728837.0,2081010.0,千克,澳大利亚,进料加工贸易,吴淞海关,空运,澳大利亚,江苏瀚源百胜实业有限公司,.,连云港市新浦区解放路320号,,,222000.0,.,冯斌,连云港其他,hs100700,usd
进口,2014.0,100790000,其他食用高梁,67972.0,200500.0,千克,澳大利亚,,吴淞海关,汽车运输,澳大利亚,上海昊力超商贸有限公司,私营企业,,,021-56764548,200431.0,,候晓宇,上海浦东新区,hs100700,usd
进口,2014.0,100790000,其他食用高梁,323829.0,951808.0,千克,美国,,吴淞海关,江海运输,美国,江苏瀚源百胜实业有限公司,.,连云港市新浦区解放路320号,,,222000.0,.,冯斌,连云港其他,hs100700,usd
进口,2014.0,100790000,其他食用高梁,5874882.0,20800000.0,千克,美国,,吴淞海关,航空运输,美国,,,,,,,,,南通其他,hs100700,usd
进口,2014.0,100790000,其他食用高梁,464717.0,1461599.0,千克,美国,来料加工装配贸易,吴淞海关,江海运输,美国,,,,,,,,,荆州,hs100700,usd
进口,2014.0,100490000,其他燕麦,310.0,252.0,千克,意大利,进料加工贸易,吴淞海关,航空运输,意大利,,173,昆明路572号204幢401A室,51196897,,31109.0,,匡晓晴,杨浦,hs100400,usd
进口,2014.0,100790000,其他食用高梁,5444230.0,16682800.0,千克,澳大利亚,,外高桥关,汽车运输,澳大利亚,北京京粮金丰粮油贸易有限责任公司,.,北京市西城区马连道路13号91幢,,010-63274181,100055.0,.,马俊,朝阳区,hs100700,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,34068.0,5040.0,千克,捷克,进料加工贸易,外高桥关,航空运输,捷克,,,,,,,,,朝阳区,hs230330,usd
进口,2014.0,100710000,种用食用高梁,476.0,34.0,千克,阿根廷,,外高桥关,江海运输,阿根廷,,,,,,11059.0,,,朝阳区,hs100700,usd
进口,2014.0,100490000,其他燕麦,7237.0,500.0,千克,美国,,外高桥关,江海运输,美国,,,,,,11059.0,,,朝阳区,hs100400,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,93961940.0,287916210.0,千克,美国,,外高桥关,江海运输,美国,恒天创业投资有限公司,.,北京市朝阳区京顺东街6号院5号楼,84536148,010-84306409,100015.0,.,王威,朝阳区,hs230330,usd
进口,2014.0,100790000,其他食用高梁,531506.0,2002951.0,千克,美国,,外高桥关,江海运输,美国,恒天创业投资有限公司,.,北京市朝阳区京顺东街6号院5号楼,84536148,010-84306409,100015.0,.,王威,朝阳区,hs100700,usd
进口,2014.0,100390000,其他大麦,708058.0,2548850.0,千克,澳大利亚,,外港海关,江海运输,澳大利亚,,,,,,,,,闸北,hs100300,usd
进口,2014.0,100310000,种用大麦,460.0,12.0,千克,黎巴嫩,进料加工贸易,外港海关,邮件运输,黎巴嫩,,,,,,,,,宝山,hs100300,usd
进口,2014.0,100790000,其他食用高梁,3111250.0,11213305.0,千克,美国,,外港海关,江海运输,美国,,173,上海市浦东新区航头镇大麦湾工业区5842号118幢,58228542,021-58222000,31169.0,,沈韧,南汇,hs100700,usd
进口,2014.0,100390000,其他大麦,550214.0,2021280.0,千克,澳大利亚,进料加工贸易,外港海关,江海运输,澳大利亚,,,,,,,,,金山,hs100300,usd
进口,2014.0,100790000,其他食用高梁,3451549.0,12000000.0,千克,美国,,洋山海关（港区）,汽车运输,美国,,,,,,,,,洋山保税港区,hs100700,usd
进口,2014.0,100390000,其他大麦,1607143.0,5808790.0,千克,澳大利亚,,洋山海关（港区）,江海运输,澳大利亚,,私营企业,,,,,,,盐城,hs100300,usd
进口,2014.0,100590000,"玉米,种用除外",4398746.0,5657506.0,千克,美国,,洋山海关（港区）,江海运输,美国,,159,上海市洋山保税港区顺运路389号2号仓库第3单元,,,31166.0,,虞卓文,洋山保税港区,hs100590,usd
进口,2014.0,100390000,其他大麦,435745.0,1569300.0,千克,澳大利亚,,洋山海关（港区）,江海运输,澳大利亚,,310,成都市武侯区航空路7号,85239726,028-85248322,51019.0,niej@newhopegroup.com,唐勇,成都其他,hs100300,usd
进口,2014.0,100590000,"玉米,种用除外",22330722.0,79154414.0,千克,美国,,洋山海关（港区）,汽车运输,美国,,,,,,,,,大连其他,hs100590,usd
进口,2014.0,100390000,其他大麦,3425594.0,11988805.0,千克,法国,边境小额贸易,洋山海关（港区）,江海运输,法国,盐城海越麦芽有限公司,,,,,,,,盐城,hs100300,usd
进口,2014.0,100390000,其他大麦,22888219.0,75237670.0,千克,澳大利亚,进料加工贸易,洋山海关（港区）,江海运输,澳大利亚,盐城海越麦芽有限公司,,,,,,,,盐城,hs100300,usd
进口,2014.0,100790000,其他食用高梁,5040075.0,15000000.0,千克,澳大利亚,,洋山海关（港区）,航空运输,澳大利亚,,,,,,,,,洋山保税港区,hs100700,usd
进口,2014.0,100590000,"玉米,种用除外",657857.0,2258320.0,千克,美国,,洋山海关（港区）,航空运输,美国,上海怡世翔物流有限公司,私营企业,上海市外高桥保税区富特东一路418号六层全部,,021  58680168,200131.0,,刘鸿静,上海外高桥保税区,hs100590,usd
进口,2014.0,100590000,"玉米,种用除外",3273906.0,12225321.0,千克,美国,其他,洋山海关（港区）,航空运输,美国,,310,成都市武侯区航空路7号,85239726,028-85248322,51019.0,niej@newhopegroup.com,唐勇,成都其他,hs100590,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,4327826.0,13293582.0,千克,美国,,洋山海关（港区）,汽车运输,美国,,,,,,33529.0,,,宁波空港物流园区,hs230330,usd
进口,2014.0,100790000,其他食用高梁,2647494.0,9500000.0,千克,美国,来料加工装配贸易,洋山海关（港区）,汽车运输,美国,大连生威玉米有限公司,.,大连市中山区长江东路71号中港大厦15层1至4号,,,116001.0,.,祝明耀,大连其他,hs100700,usd
进口,2014.0,100590000,"玉米,种用除外",11076901.0,41000000.0,千克,乌克兰,,洋山海关（港区）,航空运输,乌克兰,大连生威玉米有限公司,.,大连市中山区长江东路71号中港大厦15层1至4号,,,116001.0,.,祝明耀,大连其他,hs100590,usd
进口,2014.0,230330000,酿造及蒸馏过程中的糟粕及残渣,519351.0,1503009.0,千克,美国,来料加工装配贸易,洋山海关（港区）,江海运输,美国,界面商贸(上海)有限公司,,,,,,,,卢湾,hs230330,usd
进口,2014.0,100790000,其他食用高梁,19980742.0,71259415.0,千克,美国,,洋山海关（港区）,汽车运输,美国,,,,,,,,,洋山保税港区,hs100700,usd
进口,2014.0,100390000,其他大麦,5790520.0,22000000.0,千克,澳大利亚,,洋山海关（港区）,江海运输,澳大利亚,,,,,,,,,洋山保税港区,hs100300,usd
进口,2014.0,100590000,"玉米,种用除外",4224836.0,13552000.0,千克,泰国,,洋山海关（港区）,汽车运输,泰国,,,,,,,,,洋山保税港区,hs100590,usd
进口,2014.0,100590000,"玉米,种用除外",6287355.0,4515879.0,千克,美国,,洋山海关（港区）,汽车运输,美国,,,,,,,,,大连其他,hs100590,usd
进口,2014.0,100390000,其他大麦,7092826.0,20650000.0,千克,加拿大,,洋山海关（港区）,航空运输,加拿大,盐城海越麦芽有限公司,,,,,,,,盐城,hs100300,usd
