进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2006-06,07141020,木薯干,3274062.0,26815870.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照宏达进出口有限公司,私营企业,山东省日照市东港区海滨五路49号,,0633-8338588,,,袁安全,江苏省徐州,hs071410,usd
进口,2006-06,07141020,木薯干,679170.0,5341297.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,雅禾(日照)木薯加工有限公司,外商独资企业,日照市南环路中段,,06333999771,276800,,朱铭泉,山东省日照,hs071410,usd
进口,2006-06,07141020,木薯干,621021.0,5000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照中泰国际贸易有限公司,私营企业,日照黄海一路95号,,,,,宋梅昌,山东省日照,hs071410,usd
进口,2006-06,10030090,其他大麦,1426368.0,7828200.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,永顺泰（昌乐）麦芽有限公司,外商独资企业,,,,,,,山东省潍坊,hs100300,usd
进口,2006-06,10030090,其他大麦,15179020.0,90502380.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,中粮粮油进出口公司,国有企业,北京东城建国门内大街8号(中粮广场A座1205),,6526888 8807,10005,,于旭波,辽宁省大连,hs100300,usd
进口,2006-06,10030090,其他大麦,1826361.0,10317370.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,莱芜市鲁中啤酒原料有限公司,私营企业,莱城区南冶镇对仙门村北,,0634 6095555,,271102,尚宪启,山东省莱芜,hs100300,usd
进口,2006-06,10030090,其他大麦,182082.0,1008530.0,公斤,澳大利亚,一般贸易,厦门海关,江海运输,澳大利亚,泉州市粮油食品进出口公司,国有企业,福建泉州市刺桐东路北段国际商厦8楼,0595-2110033,0595-2110055,362000,wmlysp@public.qz.fj.cn,陈宏均,福建省泉州,hs100300,usd
进口,2006-06,10030090,其他大麦,3834062.0,20856405.0,公斤,加拿大,一般贸易,黄埔海关,江海运输,加拿大,广州麦芽有限公司,中外合资企业,广州开发区创业路2号,020-82212988,020-82212497,510730,,江国强,广州经济技术开发区,hs100300,usd
进口,2006-06,10030090,其他大麦,3966165.0,21433410.0,公斤,加拿大,一般贸易,宁波海关,江海运输,加拿大,宁波麦芽有限公司,外商独资企业,宁波市经济技术开发区大港工业城,0574-86883958,0574-86889888,315800,,梁安充,宁波经济技术开发区,hs100300,usd
进口,2006-06,10030090,其他大麦,351161.0,2023740.0,公斤,澳大利亚,一般贸易,天津海关,江海运输,澳大利亚,中国新良储运贸易公司,国有企业,复兴门内大亍45号,,01066070902609,100801,,李文浩,北京市其它,hs100300,usd
进口,2006-06,10030090,其他大麦,4760707.0,26250000.0,公斤,澳大利亚,一般贸易,黄埔海关,江海运输,澳大利亚,广州麦芽有限公司,中外合资企业,广州开发区创业路2号,020-82212988,020-82212497,510730,,江国强,广州经济技术开发区,hs100300,usd
进口,2006-06,10030090,其他大麦,460642.0,2513830.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,中国新良储运贸易公司,国有企业,复兴门内大亍45号,,01066070902609,100801,,李文浩,辽宁省大连,hs100300,usd
进口,2006-06,10030090,其他大麦,492609.0,2964440.0,公斤,澳大利亚,一般贸易,天津海关,江海运输,澳大利亚,欧麦(保定)麦芽有限公司,外商独资企业,河北省保定市江城路,,0312 7031318,,072150,丹尼修伟,河北省保定,hs100300,usd
进口,2006-06,10030090,其他大麦,5199881.0,27361000.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,中国新良储运贸易公司,国有企业,复兴门内大亍45号,,01066070902609,100801,,李文浩,河北省承德,hs100300,usd
进口,2006-06,10030090,其他大麦,55447.0,215520.0,公斤,澳大利亚,进料加工贸易,厦门海关,江海运输,新加坡,勇泉(厦门)茶业有限公司,外商独资企业,厦门市集美区东安村,,0592 6150798 6150799,361026,,加藤和正,福建省厦门,hs100300,usd
进口,2006-06,10030090,其他大麦,673697.0,3906210.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,上海金泰国际粮油贸易有限公司,国有企业,,,,,,,山东省烟台,hs100300,usd
进口,2006-06,10030090,其他大麦,7341199.0,40389080.0,公斤,澳大利亚,一般贸易,上海海关,江海运输,澳大利亚,宁波麦芽有限公司,外商独资企业,宁波市经济技术开发区大港工业城,0574-86883958,0574-86889888,315800,,梁安充,宁波经济技术开发区,hs100300,usd
进口,2006-06,10030090,其他大麦,713759.0,4002460.0,公斤,澳大利亚,一般贸易,宁波海关,江海运输,澳大利亚,宁波麦芽有限公司,外商独资企业,宁波市经济技术开发区大港工业城,0574-86883958,0574-86889888,315800,,梁安充,宁波经济技术开发区,hs100300,usd
进口,2006-06,10030090,其他大麦,811553.0,4561130.0,公斤,加拿大,一般贸易,黄埔海关,江海运输,加拿大,中粮粮油进出口公司,国有企业,北京东城建国门内大街8号(中粮广场A座1205),,6526888 8807,10005,,于旭波,上海市黄浦,hs100300,usd
进口,2006-06,10040090,其他燕麦,195874.0,1051260.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,深圳特区,hs100400,usd
进口,2006-06,10040090,其他燕麦,215277.0,661100.0,公斤,澳大利亚,一般贸易,南宁海关,江海运输,澳大利亚,广西贺州西麦生物食品有限公司,中外合资企业,广西贺州市迎宾大道,0774 8831168,0774 8831138,,542601,谢庆奎,广西贺州地区,hs100400,usd
进口,2006-06,10040090,其他燕麦,53445.0,296640.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,广东省深圳,hs100400,usd
进口,2006-06,10051000,种用玉米,3042.0,515.0,公斤,智利,一般贸易,北京海关,航空运输,智利,北京市种子公司,国有企业,北京市海淀区北太平路15号,,01062361664,100088,,郑渝,北京市海淀区,hs100510,usd
进口,2006-06,10051000,种用玉米,57.0,1.0,公斤,新西兰,其他,长春海关,航空运输,新西兰,吉林省香辰食品有限公司,私营企业,吉林省辉南县朝阳镇工农街77号,,0431 5967858,,135100,杨颖,吉林省通化,hs100510,usd
进口,2006-06,10051000,种用玉米,577.0,79.0,公斤,阿根廷,一般贸易,北京海关,航空运输,阿根廷,北京市种子公司,国有企业,北京市海淀区北太平路15号,,01062361664,100088,,郑渝,北京市海淀区,hs100510,usd
进口,2006-06,10051000,种用玉米,64.0,3.0,公斤,南非,一般贸易,北京海关,航空运输,南非,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029,,何忠华,北京市朝阳区,hs100510,usd
进口,2006-06,10051000,种用玉米,92.0,20.0,公斤,巴基斯坦,一般贸易,北京海关,航空运输,巴基斯坦,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029,,何忠华,北京市其它,hs100510,usd
进口,2006-06,10059000,"玉米,种用除外",11025.0,20370.0,公斤,美国,一般贸易,上海海关,江海运输,美国,浙江省粮油食品进出口股份有限公司,国有企业,杭州市体育场路229号,0571-85152514,0571-85779746,310003,,朱子春,浙江省杭州,hs100590,usd
进口,2006-06,10059000,"玉米,种用除外",15519.0,111424.0,公斤,美国,一般贸易,黄埔海关,江海运输,美国,四川新希望贸易有限公司,私营企业,,,,,,,广东省广州,hs100590,usd
进口,2006-06,10059000,"玉米,种用除外",22166.0,17000.0,公斤,秘鲁,来料加工装配贸易,大连海关,江海运输,秘鲁,大连平和食品有限公司,外商独资企业,大连市甘井子辛寨子镇,0411 6302439,0411 6306334,116033,,刘冬华,辽宁省大连,hs100590,usd
进口,2006-06,10059000,"玉米,种用除外",59400.0,122469.0,公斤,美国,一般贸易,上海海关,江海运输,美国,上海瑞丰农业科技公司,国有企业,上海市北翟路2901号市农科院内3楼,,021 62209713,201106,,鲁南星,上海浦东新区,hs100590,usd
进口,2006-06,23033000,酿造及蒸馏过程中的糟粕及残渣,1844.0,45000.0,公斤,日本,其他,宁波海关,江海运输,日本,浙江惠灵对外贸易有限责任公司,国有企业,杭州下城区中山北路308号,,0571 5773818,310003,,龚荣祥,浙江省杭州,hs230330,usd
进口,2006-06,23033000,酿造及蒸馏过程中的糟粕及残渣,2636.0,11120.0,公斤,泰国,一般贸易,黄埔海关,江海运输,泰国,广州市佳伟图化工有限公司,私营企业,,,,,,,广东省广州,hs230330,usd
进口,2006-06,10070090,其他食用高梁,14969.0,150000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,畹町远达储运物流有限公司,私营企业,,,,,,,云南省昆明,hs100700,usd
进口,2006-06,07141020,木薯干,1094305.0,9500000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532 2971838,0532 2972596,,266001,李兆兴,江苏省连云港,hs071410,usd
进口,2006-06,07141020,木薯干,1219968.0,9436330.0,公斤,越南,一般贸易,南京海关,江海运输,越南,青岛中化实业有限公司,国有企业,,,,,,,江苏省连云港,hs071410,usd
进口,2006-06,07141020,木薯干,1271518.0,9751823.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,宁波亿隆国际贸易有限公司,私营企业,宁波市镇海经济开发区大通路369号,,0574 86263005,,315200,胡国荣,浙江省宁波,hs071410,usd
进口,2006-06,07141020,木薯干,1359167.0,10771000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照宏伟贸易有限公司,私营企业,山东省日照市黄海一路95号,,0633 8386328,,276826,刘宏伟,山东省日照,hs071410,usd
进口,2006-06,07141020,木薯干,1450455.0,12076460.0,公斤,泰国,一般贸易,南宁海关,江海运输,泰国,中国航空工业供销总公司,国有企业,东直门南大街甲10楼,,01064155207,100027,,曹江,北京市东城区,hs071410,usd
进口,2006-06,07141020,木薯干,1451128.0,12120260.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532 2971838,0532 2972596,,266001,李兆兴,江苏省连云港,hs071410,usd
进口,2006-06,07141020,木薯干,1639386.0,13199740.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2006-06,07141020,木薯干,1701063.0,13249930.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,南通天恒化工厂,集体企业,南通市唐闸市街102号,0513 5559217,0513 5650129,,226002,赵敏,江苏省南通,hs071410,usd
进口,2006-06,07141020,木薯干,1932775.0,15611970.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,浮来春酿酒集团股份有限公司,私营企业,日照莒县故城中路,,0633 6882999,,276500,武玉杰,山东省日照,hs071410,usd
进口,2006-06,07141020,木薯干,101975.0,767320.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,中化天津进出口公司,国有企业,天津市河西区南京路58号,022-23146214,022-23146212,300042,,王飞,山东省日照,hs071410,usd
进口,2006-06,07141020,木薯干,138501.0,1047150.0,公斤,越南,进料加工贸易,青岛海关,江海运输,越南,日照泰山洁晶生化有限公司,国有企业,,,,,,,山东省日照,hs071410,usd
进口,2006-06,07141020,木薯干,139526.0,1080402.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,中化物产股份有限公司,国有企业,东城和平里七区四号楼,,01064238604,100013,,周德春,浙江省宁波,hs071410,usd
进口,2006-06,07141020,木薯干,171610.0,1347289.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,青岛中化实业有限公司,国有企业,,,,,,,山东省青岛,hs071410,usd
进口,2006-06,07141020,木薯干,188851.0,1671247.0,公斤,越南,一般贸易,南宁海关,江海运输,越南,广东省南方富达进出口有限公司,国有企业,中国广东广州市中山二路四十七号,020-87654922,020-87654922,510000,,余承泉,广西壮族南宁,hs071410,usd
进口,2006-06,07141020,木薯干,198789.0,1693954.0,公斤,越南,一般贸易,南宁海关,江海运输,越南,中谷粮油集团公司,国有企业,北京市复兴门内大街45号,,01066094412,100801,,王瑞元,广西防城港市,hs071410,usd
进口,2006-06,07141020,木薯干,199568.0,1512590.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,宁波齐齐国际贸易有限公司,私营企业,,,,,,,江苏省连云港,hs071410,usd
进口,2006-06,07141020,木薯干,2217231.0,17785660.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照裕和工贸有限公司,私营企业,,,,,,,山东省日照,hs071410,usd
进口,2006-06,07141020,木薯干,2418914.0,20671230.0,公斤,泰国,一般贸易,南宁海关,江海运输,泰国,中国航空工业供销总公司,国有企业,东直门南大街甲10楼,,01064155207,100027,,曹江,广西壮族百色,hs071410,usd
进口,2006-06,07141020,木薯干,2440867.0,21377050.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,中国糖业酒类集团公司,国有企业,中国北京西直门外大街110号中糖大厦,010-68361006,010-68362949,100044,,王新国,江苏省连云港,hs071410,usd
进口,2006-06,07141020,木薯干,283538.0,2286598.0,公斤,越南,一般贸易,南宁海关,江海运输,越南,广西新天德能源有限公司,私营企业,,,,,,,广西壮族钦州,hs071410,usd
进口,2006-06,07141020,木薯干,323653.0,2496640.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,山东东富金泰贸易有限公司,私营企业,,,,,,,山东省日照,hs071410,usd
进口,2006-06,07141020,木薯干,355294.0,2860210.0,公斤,越南,一般贸易,湛江海关,江海运输,越南,湛江市丽特国际贸易有限公司,私营企业,,,,,,,广东省湛江,hs071410,usd
进口,2006-06,07141020,木薯干,381767.0,3257695.0,公斤,越南,一般贸易,南宁海关,江海运输,越南,中谷粮油集团公司,国有企业,北京市复兴门内大街45号,,01066094412,100801,,王瑞元,广西壮族北海,hs071410,usd
进口,2006-06,07141020,木薯干,418598.0,3216420.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,余姚市瑞龙贸易发展有限公司,私营企业,,,,,,,浙江省宁波,hs071410,usd
进口,2006-06,07141020,木薯干,430972.0,3160400.0,公斤,越南,进料加工贸易,南宁海关,江海运输,越南,广西明阳生化科技股份有限公司,国有企业,广西南宁市郊明阳,0771 4217336,0771 2805314,530227,,陶冶,广西壮族南宁,hs071410,usd
进口,2006-06,07141020,木薯干,440108.0,3510304.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,中谷粮油集团公司,国有企业,北京市复兴门内大街45号,,01066094412,100801,,王瑞元,北京市西城区,hs071410,usd
