variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07294323934204873,0.050943049249085284,0.4122865722827164,0.17692363575699843
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,oil,0.03144504572508112,0.024862907699881507,0.1273417792799735,0.24693424187160187
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010864356345643783,0.008009411637499811,0.05164737289379987,0.21035641770170307
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,pork,0.04667100937301226,0.03740381723218929,0.105900420411937,0.44070655424661137
robust_real_derived_cpi_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.009418901995424904,0.007330112224028719,0.01225390821163058,0.7686447321749252
robust_real_derived_cpi_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013502447945410367,0.010707827025879912,0.029024922967420017,0.46520185292366273
robust_real_derived_cpi_nonfood,AIDADS_sat,milk,奶类,milk,0.004018406720505847,0.0031808587397682193,0.00998791915284136,0.40232671680794413
robust_real_derived_cpi_nonfood,AIDADS_sat,egg,蛋类,egg,0.008267279964000753,0.006439188838615053,0.020026467636486082,0.4128176827818928
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.7113949627664233,3.0759882098083664,190.29407101537942,0.019503471353379535
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.06448030919277413,0.04867721053534336,0.4122865722827164,0.15639682087089216
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,oil,0.03143781958762053,0.0264142259094336,0.1273417792799735,0.2468774958648989
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.009008853526644777,0.0073102661345553765,0.05164737289379987,0.17443004400570908
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,pork,0.042784895332550386,0.03439733617546546,0.105900420411937,0.4040106277777129
robust_real_derived_cpi_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.007193349010021365,0.005575326568643402,0.01225390821163058,0.5870248810248084
robust_real_derived_cpi_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013659626733039401,0.011204256508876206,0.029024922967420017,0.4706171571367166
robust_real_derived_cpi_nonfood,MAIDADS_sat,milk,奶类,milk,0.003662848536864351,0.0029353222658376,0.00998791915284136,0.3667278920476989
robust_real_derived_cpi_nonfood,MAIDADS_sat,egg,蛋类,egg,0.006269896320185456,0.004850931814379055,0.020026467636486082,0.31308049097796836
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.474043241945063,2.807066289944498,190.29407101537942,0.01825618225206971
