variant,income,group,group_label_cn,items,quantity_2000kcal_elasticity,expenditure_elasticity,budget_share_elasticity,xhat,budget_share,phi,u,support_flag
robust_real_derived_cpi_nonfood,30000.0,grain,粮食/主粮,grain,-0.1699386513400528,-0.1699386513400528,-1.1699386513400527,0.48970206374275627,0.013870373859883134,0.0010467327542014826,-1.0693858133729734,in_support
robust_real_derived_cpi_nonfood,30000.0,oil,食用油,oil,-0.09503399230374715,-0.09503399230374715,-1.095033992303747,0.13876294458623065,0.024014801312488034,2.9664733737443295e-06,-1.0693858133729734,in_support
robust_real_derived_cpi_nonfood,30000.0,vegfruit,蔬菜水果,vegetable+fruit,0.2450669031521282,0.2450669031521282,-0.7549330968478718,0.0439591138244203,0.01234505704199052,0.0022435246516713794,-1.0693858133729734,in_support
robust_real_derived_cpi_nonfood,30000.0,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.3603316852750268,0.3603316852750268,-0.6396683147249732,0.11892698141095359,0.018934576783051438,0.011813424206705038,-1.0693858133729734,in_support
robust_real_derived_cpi_nonfood,30000.0,dairyegg,奶蛋类,milk+egg,0.6517996154639716,0.6517996154639716,-0.3482003845360284,0.020419361545019825,0.0020765438925706673,0.0011882014944899514,-1.0693858133729734,in_support
robust_real_derived_cpi_nonfood,30000.0,nonfood,其他/未覆盖支出,,1.0696403799234835,1.0696403799234835,0.06964037992348349,278.62759413300483,0.9287586471100161,0.9837051504195584,-1.0693858133729734,in_support
robust_real_derived_cpi_nonfood,37641.658583992525,grain,粮食/主粮,grain,-0.18211596319321277,-0.18211596319321277,-1.1821159631932128,0.4705304156868846,0.010621758877405987,0.0009759560793527886,-0.8195497998644563,in_support
robust_real_derived_cpi_nonfood,37641.658583992525,oil,食用油,oil,-0.10134774673727866,-0.10134774673727866,-1.1013477467372788,0.13570422263822446,0.018717651448011418,2.765890062886746e-06,-0.8195497998644563,in_support
robust_real_derived_cpi_nonfood,37641.658583992525,vegfruit,蔬菜水果,vegetable+fruit,0.24683595166720174,0.24683595166720174,-0.7531640483327983,0.046486255108839414,0.01040450053350645,0.0020918247892671407,-0.8195497998644563,in_support
robust_real_derived_cpi_nonfood,37641.658583992525,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.3632856261247605,0.3632856261247605,-0.6367143738752394,0.12913013487312386,0.01638533461084768,0.01101463876641804,-0.8195497998644563,in_support
robust_real_derived_cpi_nonfood,37641.658583992525,dairyegg,奶蛋类,milk+egg,0.6043102103729246,0.6043102103729246,-0.39568978962707535,0.023547938415368036,0.001908553556578539,0.0011078591621298617,-0.8195497998644563,in_support
robust_real_derived_cpi_nonfood,37641.658583992525,nonfood,其他/未覆盖支出,,1.055410995522957,1.055410995522957,0.05541099552295692,354.5701956807628,0.94196220097365,0.9848069553127693,-0.8195497998644563,in_support
robust_real_derived_cpi_nonfood,46516.95325042396,grain,粮食/主粮,grain,-0.19375706363298825,-0.19375706363298825,-1.1937570636329882,0.45217875859215695,0.008259930308564619,0.0009040003602456611,-0.5882471127952811,in_support
robust_real_derived_cpi_nonfood,46516.95325042396,oil,食用油,oil,-0.10670852591459475,-0.10670852591459475,-1.1067085259145948,0.13274674209038623,0.01481628608084193,2.561965303712894e-06,-0.5882471127952811,in_support
robust_real_derived_cpi_nonfood,46516.95325042396,vegfruit,蔬菜水果,vegetable+fruit,0.2441927254270625,0.2441927254270625,-0.7558072745729375,0.04897002219176632,0.008869200359747007,0.0019375978110842188,-0.5882471127952811,in_support
robust_real_derived_cpi_nonfood,46516.95325042396,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.355997046594845,0.355997046594845,-0.644002953405155,0.13936923922565514,0.01431041172231711,0.010202546634497054,-0.5882471127952811,in_support
robust_real_derived_cpi_nonfood,46516.95325042396,dairyegg,奶蛋类,milk+egg,0.5580211897211959,0.5580211897211959,-0.44197881027880415,0.026631845109520064,0.0017466673647462234,0.0010261784345162394,-0.5882471127952811,in_support
robust_real_derived_cpi_nonfood,46516.95325042396,nonfood,其他/未覆盖支出,,1.045114618370412,1.045114618370412,0.045114618370412085,442.8402339570699,0.9519975041637833,0.9859271147943531,-0.5882471127952811,in_support
robust_real_derived_cpi_nonfood,50000.0,grain,粮食/主粮,grain,-0.19777560854417747,-0.19777560854417747,-1.1977756085441775,0.4458319852206438,0.007576675825837616,0.0008783642365378921,-0.5096710937212499,in_support
robust_real_derived_cpi_nonfood,50000.0,oil,食用油,oil,-0.10837564677483154,-0.10837564677483154,-1.1083756467748316,0.13171985491683663,0.013677539724325512,2.4893117270670316e-06,-0.5096710937212499,in_support
robust_real_derived_cpi_nonfood,50000.0,vegfruit,蔬菜水果,vegetable+fruit,0.24232063031882436,0.24232063031882436,-0.7576793696811757,0.049837908154475016,0.008397600845338589,0.0018826503803471791,-0.5096710937212499,in_support
robust_real_derived_cpi_nonfood,50000.0,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.35138493430927537,0.35138493430927537,-0.6486150656907246,0.1429752764043811,0.01365800922736991,0.00991321738291891,-0.5096710937212499,in_support
robust_real_derived_cpi_nonfood,50000.0,dairyegg,奶蛋类,milk+egg,0.5418211970501954,0.5418211970501954,-0.4581788029498046,0.027710642204531424,0.0016908177477193934,0.00099707751990338,-0.5096710937212499,in_support
robust_real_derived_cpi_nonfood,50000.0,nonfood,其他/未覆盖支出,,1.0421269247323448,1.0421269247323448,0.042126924732344806,477.4996783147045,0.954999356629409,0.9863262011685656,-0.5096710937212499,in_support
robust_real_derived_cpi_nonfood,56761.90339329799,grain,粮食/主粮,grain,-0.20487275198578717,-0.20487275198578717,-1.2048727519857871,0.43459132974087616,0.006505813287002317,0.0008322566234540085,-0.37197327845882655,in_support
robust_real_derived_cpi_nonfood,56761.90339329799,oil,食用油,oil,-0.1110620877076661,-0.1110620877076661,-1.111062087707666,0.12989895819567815,0.011881614655770437,2.3586413090532292e-06,-0.37197327845882655,in_support
robust_real_derived_cpi_nonfood,56761.90339329799,vegfruit,蔬菜水果,vegetable+fruit,0.2378636080689983,0.2378636080689983,-0.7621363919310017,0.05137980784105828,0.007626072896860919,0.0017838251872229491,-0.37197327845882655,in_support
robust_real_derived_cpi_nonfood,56761.90339329799,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.3408689362528569,0.3408689362528569,-0.659131063747143,0.14939691758630594,0.012571327721990478,0.009392846934652902,-0.37197327845882655,in_support
robust_real_derived_cpi_nonfood,56761.90339329799,dairyegg,奶蛋类,milk+egg,0.5129492559777005,0.5129492559777005,-0.48705074402229953,0.029627895631381733,0.0015924436272314348,0.0009447383391968122,-0.37197327845882655,in_support
robust_real_derived_cpi_nonfood,56761.90339329799,nonfood,其他/未覆盖支出,,1.037417065770015,1.037417065770015,0.03741706577001502,544.8136495070794,0.9598227278111446,0.9870439742741643,-0.37197327845882655,in_support
robust_real_derived_cpi_nonfood,77869.53075379858,grain,粮食/主粮,grain,-0.22253244692248492,-0.22253244692248492,-1.222532446922485,0.406194703699562,0.004432453481549225,0.0007136832225100309,-0.030407725871925084,in_support
robust_real_derived_cpi_nonfood,77869.53075379858,oil,食用油,oil,-0.11613987363700569,-0.11613987363700569,-1.1161398736370056,0.1253078660049507,0.008354828159360228,2.022600581061532e-06,-0.030407725871925084,in_support
robust_real_derived_cpi_nonfood,77869.53075379858,vegfruit,蔬菜水果,vegetable+fruit,0.22085503261119097,0.22085503261119097,-0.779144967388809,0.05525547493874316,0.005978237788299602,0.0015296797551797264,-0.030407725871925084,in_support
robust_real_derived_cpi_nonfood,77869.53075379858,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.30343237331299777,0.30343237331299777,-0.6965676266870022,0.16547687617269907,0.010150004095926899,0.008054627719327478,-0.030407725871925084,in_support
robust_real_derived_cpi_nonfood,77869.53075379858,dairyegg,奶蛋类,milk+egg,0.4397802480250059,0.4397802480250059,-0.5602197519749941,0.034444419297904545,0.0013494957494334689,0.0008101394249630926,-0.030407725871925084,in_support
robust_real_derived_cpi_nonfood,77869.53075379858,nonfood,其他/未覆盖支出,,1.028077844031583,1.028077844031583,0.028077844031582977,755.1280790463319,0.9697349807254305,0.9888898472774386,-0.030407725871925084,in_support
robust_real_derived_cpi_nonfood,80000.0,grain,粮食/主粮,grain,-0.22401873697221358,-0.22401873697221358,-1.2240187369722135,0.40375407467906077,0.004288490169242665,0.0007034711378228158,-0.0013523369836163646,in_support
robust_real_derived_cpi_nonfood,80000.0,oil,食用油,oil,-0.11645190992935897,-0.11645190992935897,-1.116451909929359,0.124915129821075,0.008106843741285907,1.9936592135601817e-06,-0.0013523369836163646,in_support
robust_real_derived_cpi_nonfood,80000.0,vegfruit,蔬菜水果,vegetable+fruit,0.21906392971090324,0.21906392971090324,-0.7809360702890967,0.05558451505393708,0.005853683820831235,0.00150779158587504,-0.0013523369836163646,in_support
robust_real_derived_cpi_nonfood,80000.0,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.2996494664583078,0.2996494664583078,-0.7003505335416922,0.16682924249018394,0.009960442946100524,0.00793937414771559,-0.0013523369836163646,in_support
robust_real_derived_cpi_nonfood,80000.0,dairyegg,奶蛋类,milk+egg,0.43353462106077845,0.43353462106077845,-0.5664653789392216,0.03485278952008185,0.0013291309400898308,0.000798547149629678,-0.0013523369836163646,in_support
robust_real_derived_cpi_nonfood,80000.0,nonfood,其他/未覆盖支出,,1.02740980163932,1.02740980163932,0.027409801639320053,776.3691267059598,0.9704614083824498,0.9890488223197433,-0.0013523369836163646,in_support
robust_real_derived_cpi_nonfood,120000.0,grain,粮食/主粮,grain,-0.2451397884874297,-0.2451397884874297,-1.2451397884874298,0.36708666866666456,0.0025993505594354366,0.0005531042247135614,0.4330810365042148,in_support
robust_real_derived_cpi_nonfood,120000.0,oil,食用油,oil,-0.1185575429070471,-0.1185575429070471,-1.1185575429070471,0.11908335768429787,0.005152245765142352,1.5675146773924812e-06,0.4330810365042148,in_support
robust_real_derived_cpi_nonfood,120000.0,vegfruit,蔬菜水果,vegetable+fruit,0.18781035385713263,0.18781035385713263,-0.8121896461428674,0.06037786995329858,0.00423898586550491,0.0011855012257021656,0.4330810365042148,in_support
robust_real_derived_cpi_nonfood,120000.0,meatsea,肉类及水产品,pork+beef+mutton+poultry+aquatic,0.23692024657444716,0.23692024657444716,-0.7630797534255529,0.18605155168517598,0.007405399828521093,0.00624233340442912,0.4330810365042148,in_support
robust_real_derived_cpi_nonfood,120000.0,dairyegg,奶蛋类,milk+egg,0.34244723541813915,0.34244723541813915,-0.6575527645818608,0.040781335433358025,0.0010368129390126474,0.0006278577447542615,0.4330810365042148,in_support
robust_real_derived_cpi_nonfood,120000.0,nonfood,其他/未覆盖支出,,1.019166799892097,1.019166799892097,0.01916679989209702,1175.48064605086,0.9795672050423834,0.9913896358857235,0.4330810365042148,in_support
robust_real_derived_cpi_nonfood,136989.4274340383,grain,粮食/主粮,grain,-0.2512552888631187,-0.2512552888631187,-1.2512552888631188,0.3552166957832589,0.002203351610218307,0.0005065727635428848,0.5740808318948472,in_support
robust_real_derived_cpi_nonfood,136989.4274340383,oil,食用油,oil,-0.11816678095327461,-0.11816678095327461,-1.1181667809532747,0.11723087957891276,0.0044430552977626925,1.4356430606400924e-06,0.5740808318948472,in_support
robust_real_derived_cpi_nonfood,136989.4274340383,vegfruit,蔬菜水果,vegetable+fruit,0.17653568796434485,0.17653568796434485,-0.8234643120356552,0.06185217307816397,0.0038039372033451717,0.0010857675737306635,0.5740808318948472,in_support
