study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
208-Renting-in_cropland_machinery_use_intensity_and_land_productivity_in_rural_C,Zheng et al. 2021,en,Yield,MCI,whea,wheat yields (100 kg/mu; level),self-owned machinery use intensity (count 0-10; level),0.373,0.120,,***,558,,2SRI/OLS 2nd stage,1,1,"Shandong/Henan/Anhui",2018,baseline,4.12,3.20,,Table 4 col Wheat yields,"machinery use intensity core var; residual-inclusion endogeneity-corrected"
208-Renting-in_cropland_machinery_use_intensity_and_land_productivity_in_rural_C,Zheng et al. 2021,en,Yield,AMS,whea,wheat yields (100 kg/mu; level),purchased machinery service use intensity (count 0-10; level),0.522,0.132,,***,558,,2SRI/OLS 2nd stage,1,1,"Shandong/Henan/Anhui",2018,baseline,4.12,4.82,,Table 4 col Wheat yields,"AMS = purchased machinery service use intensity"
208-Renting-in_cropland_machinery_use_intensity_and_land_productivity_in_rural_C,Zheng et al. 2021,en,Yield,MCI,whea,net returns (100 yuan/mu; level),self-owned machinery use intensity (count 0-10; level),1.386,0.435,,***,558,,2SRI/OLS 2nd stage,1,1,"Shandong/Henan/Anhui",2018,baseline,3.40,3.20,,Table 4 col Net returns,"net returns = revenue minus variable costs per mu (land productivity value)"
208-Renting-in_cropland_machinery_use_intensity_and_land_productivity_in_rural_C,Zheng et al. 2021,en,Yield,AMS,whea,net returns (100 yuan/mu; level),purchased machinery service use intensity (count 0-10; level),1.274,0.435,,***,558,,2SRI/OLS 2nd stage,1,1,"Shandong/Henan/Anhui",2018,baseline,3.40,4.82,,Table 4 col Net returns,"AMS path; net returns as land productivity"
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index / household misallocation (lnDI; inefficiency-type),AMS adoption (dummy),-0.096,0.040,,**,708,,TEM (treatment effects),1,1,"Heilongjiang/Jiangsu/Hunan",2020,baseline,0.390,0.870,,Table 5 outcome eq,"无效率(distortion)方程需反号;negative coef = AMS reduces misallocation improves allocative efficiency;IV=village outsourcing level"
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index (household misallocation),AMS adoption (dummy),-0.027,0.014,-1.92,*,708,,TEM (ATE),1,1,"Heilongjiang/Jiangsu/Hunan",2020,baseline,0.390,0.870,,Table 6 ATE,"average treatment effect;无效率方程需反号;ATT=-0.029(-1.99*)"
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index (household misallocation),AMS (share of service fees in total cost; continuous),-0.020,0.014,,,708,,OLS,0,1,"Heilongjiang/Jiangsu/Hunan",2020,robust,0.390,,,Table 7 OLS,"robustness;AMS proxied by service fee share;无效率方程需反号;not significant"
209-Resource_misallocation_and_machinery_outsourcing_services_of_rice_production,Sun et al. 2025,en,Efficiency,AMS,rice,resource distortion index (household misallocation),AMS (share of service fees in total cost; continuous),-0.419,0.171,,**,708,,2SLS/IV,1,1,"Heilongjiang/Jiangsu/Hunan",2020,robust,0.390,,,Table 7 2SLS,"robustness IV;无效率方程需反号;Cragg-Donald F=17.4"
210-Review_Development_Economics_-_2024_-_Chandio_-_Does_fiscal_expenditure_matt,Chandio et al. 2024,en,Yield,MCI,rice,rice production (LRP; log),power of agricultural machinery (LPAG; log),0.1212,,,.075,336,,AMG,0,0,"16 rice-producing provinces China",2000-2020,baseline,,,0.1212,Table 6 Model1 AMG,"province panel;log-log elasticity;paren value is p-value not SE;p=.075 sig at 10%"
210-Review_Development_Economics_-_2024_-_Chandio_-_Does_fiscal_expenditure_matt,Chandio et al. 2024,en,Yield,MCI,rice,rice production (LRP; log),power of agricultural machinery (LPAG; log),0.1647,,,.000,336,,CCEMG,0,0,"16 rice-producing provinces China",2000-2020,baseline,,,0.1647,Table 6 Model1 CCEMG,"log-log elasticity;paren=p-value;sig 1%"
