study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
54中国小麦生产技术效率测算与影响因素分析_基于农机服务视角的研究-刘成,刘成2019,cn,Efficiency,AMS,whea,"小麦生产技术效率TE(level,SFA时不变测得)","农机服务比例ser=机械费/(人工费+机械费)(level,0-1)",0.0916,0.0242,3.79,0.000,180,,FE,0,0,中国15个小麦主产省,2004-2015,baseline,0.7191,0.895,,表5技术效率影响因素估计,"两步法:SFA测TE后固定效应回归;N=180原文明示;mean_x取表1的ser均值0.895,但表4/正文另报全国机械化程度均值0.3008,原文口径自相矛盾"
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",0.100,,3.948,***,345,,SDM,0,0,中国15个小麦主产省,1994-2016,baseline,0.827,851.05,,表5模型1,"SDM点估计系数;总样本15省x23年=345(由面板维度推算,原文未直接报N);另有W×lnmec空间滞后项0.345**未提取(邻地机械化对本地效应,估计量不同)"
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",0.111,,4.595,***,,,SDM,0,0,经度相近四省(皖豫鲁冀),1994-2016,subgroup,0.827,851.05,,表5模型2,"SDM点估计;分区域样本,N未报"
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",0.025,,0.925,,,,SDM,0,0,纬度相近四省(川鄂皖苏),1994-2016,subgroup,0.827,851.05,,表5模型3,"SDM点估计;不显著;分区域样本,N未报"
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",0.078,,2.409,**,345,,SDM,0,0,中国15个小麦主产省,1994-2016,baseline,0.827,851.05,,表6直接效应,"偏微分法直接效应,原文称其为直接影响弹性;与表5模型1同一模型,分析时避免与表5行重复计入;间接(溢出)效应0.524*未单列"
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",0.106,,4.758,***,,,SDM,0,0,经度相近四省(皖豫鲁冀),1994-2016,subgroup,0.827,851.05,,表7经度相近四省直接效应,偏微分直接效应;与表5模型2同源
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",0.058,,2.659,**,,,SDM,0,0,纬度相近四省(川鄂皖苏),1994-2016,subgroup,0.827,851.05,,表7纬度相近四省直接效应,"偏微分直接效应;与表5模型3同源;表7星号为**但t=2.659,照抄原表"
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",-0.106,,-5.197,***,,,SDM,0,0,中国15个小麦主产省,1994-2004,subgroup,0.827,851.05,,表8直接效应1994-2004,分时段直接效应;2004年前显著为负
56农业机械化服务对粮食生产成本效率的影响_来自中国小麦主产区的经验证据-虞松波,虞松波2019,cn,Efficiency,MCI,whea,"小麦生产成本效率ce(level,SFA测得)","ln农机总动力(小麦面积占比折算,log)",0.211,,6.934,***,,,SDM,0,0,中国15个小麦主产省,2005-2016,subgroup,0.827,851.05,,表8直接效应2005-2016,分时段直接效应
57农技推广率_农业机械化与湖北省水稻生产-陈实,陈实2019,cn,Yield,MCI,rice,"水稻产量(市州总产,万吨;原文以弹性系数解读,疑为对数形式)","农业机械总动力(万千瓦;原文以弹性解读,疑为对数形式)",-0.0411,0.0245,,*,304,,OLS(混合),0,0,湖北省16市州,1996-2014,robust,105.74,147.46,,表4混合回归,不含空间因素;总产而非单产
