study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米单产(kg/hm2),"ln农业机械化投入(单位面积机械作业费+燃料动力费+2/3固定资产折旧,元/hm2)",-0.04,0.02,,*,300,,FE,0,0,全国20个玉米主产省(区市),2004-2018,baseline,5489.50,921.72,,表3玉米单产列,"log-log,系数即弹性;mean_y/mean_x为水平值均值(表2)"
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米总产量(万吨),ln农业机械化投入(元/hm2),0.09,0.03,,***,300,,FE,0,0,全国20个玉米主产省(区市),2004-2018,baseline,934.58,921.72,,表3玉米总产量列,总产方程另含播种面积(level)控制;log-log
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Area,MCI,maiz,"玉米播种面积(万公顷,level)","农业机械化投入(level,元/hm2)",36.87,5.09,,***,,,OLS,0,0,全国20个玉米主产省(区市),2004-2018,baseline,163.25,921.72,,表4,简单因果回归仅含价格变量;表同时报t=7.24(此处se为所报标准误);N未报告(全样本应为300)
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米单产,ln农业机械化投入,0.06,0.05,,*,105,,FE,0,0,东北平原和西北灌溉区(20省样本子区域),2004-2018,subgroup,,,,表5东北平原和西北灌溉区列,"分区域回归;β=0.06而se=0.05,10%显著存疑,照抄原表"
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米单产,ln农业机械化投入,-0.05,0.03,,***,105,,FE,0,0,丘陵玉米生产区,2004-2018,subgroup,,,,表5丘陵玉米生产区列,分区域回归;照抄原表
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米单产,ln农业机械化投入,0.01,0.03,,,90,,FE,0,0,西南山地玉米生产区,2004-2018,subgroup,,,,表5西南山地玉米生产区列,分区域回归;不显著
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米总产量,ln农业机械化投入,0.40,0.01,,*,105,,FE,0,0,东北平原和西北灌溉区(20省样本子区域),2004-2018,subgroup,,,,表6东北平原和西北灌溉区列,"分区域回归,含播种面积控制;β=0.40且se=0.01却仅标*,显著性标注与se不符,照抄原表"
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米总产量,ln农业机械化投入,0.15,0.04,,***,105,,FE,0,0,丘陵玉米生产区,2004-2018,subgroup,,,,表6丘陵玉米生产区列,"分区域回归,含播种面积控制;照抄原表"
46农业机械化对玉米生产的影响_促进还是抑制_基于20个省际面板数据-徐建玲,徐建玲等2020,cn,Yield,MCI,maiz,ln玉米总产量,ln农业机械化投入,-0.02,0.04,,,90,,FE,0,0,西南山地玉米生产区,2004-2018,subgroup,,,,表6西南山地玉米生产区列,"分区域回归,含播种面积控制;不显著"
47农业机械化对农户粮食生产效率的影响-彭超,彭超和张琛2020,cn,Yield,MCI,cgrn,"ln亩均粮食产值(元,平减)","ln亩均机械作业费用(元,平减)",0.000797,0.000180,,***,,,SFA(CRE),1,1,全国(农村固定观察点),2003-2016,baseline,6.510,-1.321,,表2模型(1),"因变量为产值非产量;回归N未报告(全样本226741,表1机械费用n=195387);CRE均值项系数未提取;前沿方程加入CRE均值项,无效率方程未加"
47农业机械化对农户粮食生产效率的影响-彭超,彭超和张琛2020,cn,Yield,MCI,cgrn,"ln亩均粮食产值(元,平减)","ln亩均机械作业费用(元,平减)",0.00470,0.000135,,***,,,SFA(CRE),1,1,全国(农村固定观察点),2003-2016,robust,6.510,-1.321,,表2模型(2),"因变量为产值非产量;回归N未报告(全样本226741,表1机械费用n=195387);CRE均值项系数未提取;无效率方程加入CRE均值项"
47农业机械化对农户粮食生产效率的影响-彭超,彭超和张琛2020,cn,Yield,MCI,cgrn,"ln亩均粮食产值(元,平减)","ln亩均机械作业费用(元,平减)",0.00101,0.000183,,***,,,SFA(CRE),1,1,全国(农村固定观察点),2003-2016,robust,6.510,-1.321,,表2模型(3),"因变量为产值非产量;回归N未报告(全样本226741,表1机械费用n=195387);CRE均值项系数未提取;前沿与无效率方程均加入CRE均值项"
47农业机械化对农户粮食生产效率的影响-彭超,彭超和张琛2020,cn,Efficiency,MCI,cgrn,技术无效率项u(一步法SFA),ln农户拥有农业机械总动力,-0.0178,0.00424,,***,,,SFA(CRE),1,1,全国(农村固定观察点),2003-2016,baseline,,-6.389,,表3模型(1),无效率方程需反号(负系数=提高效率);回归N未报告;通过显著性检验
47农业机械化对农户粮食生产效率的影响-彭超,彭超和张琛2020,cn,Efficiency,MCI,cgrn,技术无效率项u(一步法SFA),ln农户拥有农业机械总动力,-0.000355,0.00457,,,,,SFA(CRE),1,1,全国(农村固定观察点),2003-2016,robust,,-6.389,,表3模型(2),无效率方程需反号(负系数=提高效率);回归N未报告;不显著
47农业机械化对农户粮食生产效率的影响-彭超,彭超和张琛2020,cn,Efficiency,MCI,cgrn,技术无效率项u(一步法SFA),ln农户拥有农业机械总动力,-0.00671,0.00660,,,,,SFA(CRE),1,1,全国(农村固定观察点),2003-2016,robust,,-6.389,,表3模型(3),"无效率方程需反号(负系数=提高效率);回归N未报告;不显著,但其CRE均值项-0.0342***显著为负"
49农机服务发展与粮食生产效率研究_2004_2016_基于变系数随机前沿分析-张丽,张丽和李容2020,cn,Efficiency,AMS,cgrn,"粮食TFP增长率(ΔTFP/TFP,变系数SFA测算)","农机服务发展中级阶段虚拟变量PD2(2008-2016=1,以初级阶段2004-2007为参照)",0.0323,0.0092,,***,394,,OLS,0,0,全国31省,2004-2016,baseline,,,,表2列(1),"两步法:第一步变系数随机前沿测TFP,第二步OLS;含省份虚拟变量;要素产出弹性因变量各列(2)-(5)不属Yield/Area/Efficiency未提取"
49农机服务发展与粮食生产效率研究_2004_2016_基于变系数随机前沿分析-张丽,张丽和李容2020,cn,Efficiency,AML,cgrn,粮食TFP增长率(ΔTFP/TFP),"全国农作物耕种收综合机械化率(历年,替代指标)",0.0920,0.0320,,***,394,,OLS,0,0,全国31省,2004-2016,robust,,,,表5列(1),稳健性检验更换核心解释变量;机械化率为全国时序值无省际变异;含省份虚拟变量
4中国农业劳动力弱质化与农业机械化的耦合协调性演变及粮食产出效应-姚成胜,姚成胜等2025,cn,Yield,AML,cgrn,ln粮食总产量,ln农业劳动力弱质化与农业机械化耦合协调度D,0.349,,,***,,,SDM(FE),0,0,全国31省,2003-2023,baseline,,,,表4本地效应列,"括号值0.173原文注为t检验值但与显著性星号不符(疑为SE或p),未采信,se/t留空;x为机械化-劳动力耦合协调度(0-1)取对数;N未报告(31省x21年=651)"
4中国农业劳动力弱质化与农业机械化的耦合协调性演变及粮食产出效应-姚成胜,姚成胜等2025,cn,Yield,AML,cgrn,ln粮食总产量,"ln耦合协调度D(邻地,W·lnD)",0.126,,,***,,,SDM(FE),0,0,全国31省,2003-2023,baseline,,,,表4空间溢出效应列,"空间溢出系数(WX项)非本地直接效应,合成时慎用;括号值0.326注为t值但与***不符,未采信"
4中国农业劳动力弱质化与农业机械化的耦合协调性演变及粮食产出效应-姚成胜,姚成胜等2025,cn,Yield,AML,cgrn,ln粮食总产量,"ln耦合协调度D(邻地,W·lnD)",0.169,,,**,,,SDM(FE),0,0,全国31省,2003-2009,subgroup,,,,表4分时段空间溢出效应2003-2009列,"分时段空间溢出效应(非本地效应),慎用;括号值(0.017)原文注为t值但多数疑为p值,未采信,se/t留空"
