study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",本地化农机作业服务(外包环节数0-6),0.109,0.011,,***,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,baseline,0.546,4.113,,表5模型I,小麦玉米混合;未加控制变量
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",本地化农机作业服务(外包环节数0-6),0.096,0.011,,***,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,baseline,0.546,4.113,,表5模型II,加入资源禀赋控制
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",本地化农机作业服务(外包环节数0-6),0.081,0.013,,***,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,baseline,0.546,4.113,,表5模型III,加入决策者特征控制
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",本地化农机作业服务(外包环节数0-6),0.079,0.013,,***,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,baseline,0.546,4.113,,表5模型IV,加入家庭特征控制
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",本地化农机作业服务(外包环节数0-6),0.079,0.013,,**,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,baseline,0.546,4.113,,表5模型V,"首选设定(含县域虚拟变量);表中印为**但正文称均在1%显著,星号存疑"
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",服务外包-本地(dummy),0.159,0.044,,***,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,robust,0.546,,,表6,"不同农机服务采纳情境比较,对照组为服务外包-外地;N按全样本推断表中未单列"
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",服务外包-本地+外地(dummy),0.037,0.018,,**,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,robust,0.546,,,表6,"不同农机服务采纳情境比较,对照组为服务外包-外地;N按全样本推断表中未单列"
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",服务外包-本地+自我服务(dummy),0.048,0.015,,***,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,robust,0.546,,,表6,"不同农机服务采纳情境比较,对照组为服务外包-外地;N按全样本推断表中未单列"
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",服务外包-外地+自我服务(dummy),0.012,0.009,,ns,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,robust,0.546,,,表6,"不同农机服务采纳情境比较,对照组为服务外包-外地;N按全样本推断表中未单列"
21农机作业服务市场的_本地化_提高了农户粮食生产技术效率吗_-魏素豪,魏素豪、高延雷2023,cn,Efficiency,AMS,cgrn,"粮食生产技术效率TE(SFA测算,0-1)",服务外包-本地+外地+自我服务(dummy),0.031,0.030,,ns,677,,Tobit,0,1,华北平原(冀鲁豫3省8县),2019-2020,robust,0.546,,,表6,"不同农机服务采纳情境比较,对照组为服务外包-外地;N按全样本推断表中未单列"
