study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Yield,MCI,whea,"小麦单产(log,kg/667m2)","平均机械作业投入(log,元/667m2)",0.553,0.307,,*,544,,SFA,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,baseline,439.10,122.60,,表3,"超越对数SFA一阶项,非均值处弹性;交互项/平方项未提取;2019年调查"
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,AMS,whea,小麦生产技术效率TE,农机社会化服务采用比重(0-5环节占比),0.006,0.006,,,,,Threshold,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,subgroup,0.835,2.297,,表6 Area≤0.293列,门限回归低规模区制;区制内样本量未单独报告(参照表7约256);稳健标准误
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,AMS,whea,小麦生产技术效率TE,农机社会化服务采用比重(0-5环节占比),0.016,0.004,,***,,,Threshold,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,subgroup,0.835,2.297,,表6 Area>0.293列,门限回归高规模区制;区制内样本量未单独报告;稳健标准误
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,AMS,whea,小麦生产技术效率TE,农机社会化服务采用比重(0-5环节占比),0.014,0.003,,***,544,,Tobit,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,baseline,0.835,2.297,,表7 总体样本列,"模型类型未明示,表报PseudoR2/LR疑似Tobit;控制地区虚拟变量"
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,AMS,whea,小麦生产技术效率TE,农机社会化服务采用比重(0-5环节占比),0.006,0.006,,,256,,Tobit,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,subgroup,0.835,2.297,,表7 Area≤0.293列,小规模农户子样本;模型类型未明示疑似Tobit
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,AMS,whea,小麦生产技术效率TE,农机社会化服务采用比重(0-5环节占比),0.017,0.004,,***,272,,Tobit,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,subgroup,0.835,2.297,,表7 0.293<Area<3.333列,中等规模子样本;模型类型未明示疑似Tobit
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,AMS,whea,小麦生产技术效率TE,农机社会化服务采用比重(0-5环节占比),0.032,0.020,,,16,,Tobit,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,subgroup,0.835,2.297,,表7 Area≥3.333列,"大规模子样本,N仅16;模型类型未明示疑似Tobit"
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,MCI,whea,小麦生产技术效率TE,农业机械资产现值(log),-0.004,0.002,,**,,,Threshold,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,subgroup,0.835,4.111,,表6 Area≤0.293列,农机资产仅为控制变量;门限回归低规模区制
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,MCI,whea,小麦生产技术效率TE,农业机械资产现值(log),-0.002,0.002,,,,,Threshold,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,subgroup,0.835,4.111,,表6 Area>0.293列,农机资产仅为控制变量;门限回归高规模区制
37农机社会化服务对小麦生产技术效率的影响-杨思雨,杨思雨等2022,cn,Efficiency,MCI,whea,小麦生产技术效率TE,农业机械资产现值(log),0.001,0.001,,,544,,Tobit,0,1,山东/安徽/江苏/湖北/河南/四川6省,2018,baseline,0.835,4.111,,表7 总体样本列,农机资产仅为控制变量;模型疑似Tobit
