study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
118-How_aging_affects_low-carbon_crop_yield_in_rural_China,Zeng et al. 2025,en,Yield,MCI,cgrn,"YIELD (sum of rice/wheat/maize yield, kg/m2, standardized coef)",MACHINERY (dummy: machinery used in ploughing/fertilization/sowing),-0.011,0.042,,ns,2889,,Tobit,0,1,"China (29 provinces, CRHPS rural households)",2017,baseline,9565.49,0.673,,Table 2 col(3),机械化为控制变量; 无省固定效应; 表注: 系数为标准差单位(标准化); mean_y单位kg/ha
118-How_aging_affects_low-carbon_crop_yield_in_rural_China,Zeng et al. 2025,en,Yield,MCI,cgrn,"YIELD (sum of rice/wheat/maize yield, kg/m2, standardized coef)",MACHINERY (dummy: machinery used in ploughing/fertilization/sowing),0.048,0.069,,ns,2889,,Tobit,0,1,"China (29 provinces, CRHPS rural households)",2017,baseline,9565.49,0.673,,Table 2 col(4),机械化为控制变量; 含省固定效应; 标准化系数; mean_y单位kg/ha
118-How_aging_affects_low-carbon_crop_yield_in_rural_China,Zeng et al. 2025,en,Yield,MCI,cgrn,"YIELD (sum of rice/wheat/maize yield, kg/m2, standardized coef)",MACHINERY (dummy: machinery used in ploughing/fertilization/sowing),0.066,0.047,,ns,,,Tobit,0,1,"China (29 provinces, CRHPS rural households)",2017,subgroup,9565.49,0.673,,Table 3 col(4) Eastern,"机械化为控制变量; 东部子样本, 子样本N未报告; 原表OCR错位, 系数/SE按行模式与正文对照复原"
118-How_aging_affects_low-carbon_crop_yield_in_rural_China,Zeng et al. 2025,en,Yield,MCI,cgrn,"YIELD (sum of rice/wheat/maize yield, kg/m2, standardized coef)",MACHINERY (dummy: machinery used in ploughing/fertilization/sowing),0.151,0.042,,***,,,Tobit,0,1,"China (29 provinces, CRHPS rural households)",2017,subgroup,9565.49,0.673,,Table 3 col(5) Central,"机械化为控制变量; 中部子样本, N未报告; 正文确认central机械0.151***; OCR错位复原"
118-How_aging_affects_low-carbon_crop_yield_in_rural_China,Zeng et al. 2025,en,Yield,MCI,cgrn,"YIELD (sum of rice/wheat/maize yield, kg/m2, standardized coef)",MACHINERY (dummy: machinery used in ploughing/fertilization/sowing),-0.051,0.172,,ns,,,Tobit,0,1,"China (29 provinces, CRHPS rural households)",2017,subgroup,9565.49,0.673,,Table 3 col(6) Western,"机械化为控制变量; 西部子样本, N未报告; 正文确认西部为负不显著; OCR错位复原"
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.156,0.066,,**,987,,OLS(LSDV),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,2.136,1.916,,Table 3 URNR LADV,农机购置补贴(能值分析效率指标)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.156,0.059,,**,987,,FE(two-way),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,2.136,1.916,,Table 3 URNR FE,农机购置补贴(能值分析效率指标)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.087,0.020,,***,987,,OLS(LSDV),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.773,1.916,,Table 3 URPF LADV,农机购置补贴(能值分析效率指标)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.087,0.020,,***,987,,FE(two-way),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.773,1.916,,Table 3 URPF FE,农机购置补贴(能值分析效率指标)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.037,0.012,,***,987,,OLS(LSDV),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.434,1.916,,Table 3 EVP LADV,农机购置补贴(能值分析效率指标)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.037,0.012,,***,987,,FE(two-way),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.434,1.916,,Table 3 EVP FE,农机购置补贴(能值分析效率指标)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",-0.003,0.001,,**,987,,OLS(LSDV),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.062,1.916,,Table 3 ELP LADV,"农机购置补贴(能值分析效率指标); ELP为环境负荷压力(越低越好), 类似无效率方向, 汇总时需反号"
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",-0.003,0.001,,***,987,,FE(two-way),0,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,baseline,0.062,1.916,,Table 3 ELP FE,"农机购置补贴(能值分析效率指标); ELP为环境负荷压力(越低越好), 类似无效率方向, 汇总时需反号"
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.412,0.146,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,2.136,1.916,,Table 4 URNR,IV=各县农机购置补贴审批申请数; N未在表中报告(基准样本987)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.152,0.053,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.773,1.916,,Table 4 URPF,IV=各县农机购置补贴审批申请数; N未在表中报告(基准样本987)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.063,0.024,,**,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.434,1.916,,Table 4 EVP,IV=各县农机购置补贴审批申请数; N未在表中报告(基准样本987)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",-0.009,0.003,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.062,1.916,,Table 4 ELP,IV=各县农机购置补贴审批申请数; N未在表中报告(基准样本987); ELP需反号
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS total amount per county (replacement variable, level)",0.085,0.031,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,2.136,,,Table 5 upper panel URNR,替换自变量为县级补贴总额(仍为购置补贴强度); IV法; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS total amount per county (replacement variable, level)",0.023,0.007,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.773,,,Table 5 upper panel URPF,替换自变量为县级补贴总额(仍为购置补贴强度); IV法; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS total amount per county (replacement variable, level)",0.015,0.005,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.434,,,Table 5 upper panel EVP,替换自变量为县级补贴总额(仍为购置补贴强度); IV法; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS total amount per county (replacement variable, level)",-0.001,0.000,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.062,,,Table 5 upper panel ELP,替换自变量为县级补贴总额(仍为购置补贴强度); IV法; N未报告; ELP需反号
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,CISIU (comprehensive SIU index),"AMPS total amount per county (replacement variable, level)",21.089,7.47,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,,,,Table 5 upper panel CISIU,替换自变量为县级补贴总额(仍为购置补贴强度); IV法; N未报告; CISIU为SIU综合指数(正向)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS average subsidies at village level (replacement variable, level)",0.236,0.088,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,2.136,,,Table 5 lower panel URNR,替换自变量为村级平均补贴; IV法; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS average subsidies at village level (replacement variable, level)",0.059,0.023,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.773,,,Table 5 lower panel URPF,替换自变量为村级平均补贴; IV法; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS average subsidies at village level (replacement variable, level)",0.042,0.016,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.434,,,Table 5 lower panel EVP,替换自变量为村级平均补贴; IV法; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS average subsidies at village level (replacement variable, level)",-0.003,0.001,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.062,,,Table 5 lower panel ELP,替换自变量为村级平均补贴; IV法; N未报告; ELP需反号
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,CISIU (comprehensive SIU index),"AMPS average subsidies at village level (replacement variable, level)",56.672,20.289,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,,,,Table 5 lower panel CISIU,替换自变量为村级平均补贴; IV法; N未报告; CISIU为SIU综合指数(正向)
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URNR (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.139,0.053,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,2.136,1.916,,Table 6 URNR,1%缩尾后IV回归; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"URPF (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.087,0.031,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.773,1.916,,Table 6 URPF,1%缩尾后IV回归; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"EVP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",0.043,0.017,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.434,1.916,,Table 6 EVP,1%缩尾后IV回归; N未报告
120-Impact_of_agricultural_machinery_purchase_subsidies_on_the_sustainable_and_i,Zhou et al. 2025,en,Efficiency,MCI,mixed,"ELP (emergy ratio, sej/sej, level)","AMPS (machinery purchase subsidy funds per unit cultivated land, 10000 yuan/km2, level)",-0.007,0.002,,***,,,IV-2SLS(two-way FE),1,0,"Huang-Huai-Hai Plain (county level, Hebei/Henan/Shandong)",2016-2023,robust,0.062,1.916,,Table 6 ELP,1%缩尾后IV回归; N未报告; ELP需反号
121-Int_J_Fin_Econ_-_2022_-_Chandio_-_The_impact_of_R_D_investment_on_grain_crop,Chandio et al. 2022,en,Yield,MCI,cgrn,"lnGP (grain crops production, 10000 tons, log)","lnAGM (agricultural machinery, number of tractors, log)",-0.0014,0.0182,-0.0774,0.9398,28,,ARDL,0,0,China (national time series),1990-2017,baseline,10.8488,14.3150,-0.0014,Table 8 long-run,机械为控制变量; 长期弹性(log-log); 不显著; mean为ln值
