study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,"粮食作物种植面积(亩,扣除弃耕)",是否使用农机社会化服务(0/1),0.0263,,,**;括号值0.018,2272,,OLS,0,1,全国29省(CLDS),2016,baseline,7.72,0.84,,表2 OLS列,"表头标'标准误'但括号取值形如p值(如0.116**配0.000),按p值记入p_report,不作SE;注释星号定义OCR疑损"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,"粮食作物种植面积(亩,扣除弃耕)",是否使用农机社会化服务(0/1),0.116,,,**;括号值0.000,2272,,IV(2SLS),1,1,全国29省(CLDS),2016,baseline,7.72,0.84,,表2 IV列,"表头标'标准误'但括号取值形如p值(如0.116**配0.000),按p值记入p_report,不作SE;注释星号定义OCR疑损;IV=村庄农机服务平均使用水平"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食作物种植面积(亩),是否使用农机社会化服务(0/1),0.255,,,***;括号值0.000,,,IV(2SLS),1,1,全国(CLDS),2016,subgroup,,,,表3 兼业农户列,"兼业农户子样本;子样本N未报告;表头标'标准误'但括号取值形如p值(如0.116**配0.000),按p值记入p_report,不作SE;注释星号定义OCR疑损"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食作物种植面积(亩),是否使用农机社会化服务(0/1),0.085,,,**;括号值0.000,,,IV(2SLS),1,1,全国(CLDS),2016,subgroup,,,,表3 非兼业农户列,"非兼业农户子样本;子样本N未报告;表头标'标准误'但括号取值形如p值(如0.116**配0.000),按p值记入p_report,不作SE;注释星号定义OCR疑损"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食作物种植面积(亩),是否使用农机社会化服务(0/1),0.025,,,不显著;括号值0.450,,,IV(2SLS),1,1,东部地区,2016,subgroup,,,,表4 东部列,"区域子样本N未报告;表头标'标准误'但括号取值形如p值(如0.116**配0.000),按p值记入p_report,不作SE;注释星号定义OCR疑损"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食作物种植面积(亩),是否使用农机社会化服务(0/1),-0.015,,,不显著;括号值0.243,,,IV(2SLS),1,1,中部地区,2016,subgroup,,,,表4 中部列,"区域子样本N未报告;表头标'标准误'但括号取值形如p值(如0.116**配0.000),按p值记入p_report,不作SE;注释星号定义OCR疑损"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食作物种植面积(亩),是否使用农机社会化服务(0/1),0.334,,,**;括号值0.000,,,IV(2SLS),1,1,西部地区,2016,subgroup,,,,表4 西部列,"区域子样本N未报告;正文称1%显著但表中星号为**;表头标'标准误'但括号取值形如p值(如0.116**配0.000),按p值记入p_report,不作SE;注释星号定义OCR疑损"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.36,0.076,4.67,p=0.000,2282,,PSM,1,1,全国29省(CHFS),2015,robust,,,,表6 近邻匹配(k=4) ATT,"稳健性:换数据CHFS2015;ATT处理效应,Z值记入t_stat"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.35,0.051,6.86,p=0.000,2282,,PSM,1,1,全国29省(CHFS),2015,robust,,,,表6 近邻匹配(k=4) ATU,"稳健性:换数据CHFS2015;ATU处理效应,Z值记入t_stat"
29农机社会化服务可以促进农业种植结构_趋粮化_吗_-薛信阳,薛信阳、韩一军、高颖(2022),cn,Area,AMS,cgrn,粮食播种面积(CHFS2015),是否使用农机社会化服务(0/1),0.35,0.060,5.89,p=0.000,2282,,PSM,1,1,全国29省(CHFS),2015,robust,,,,表6 近邻匹配(k=4) ATE,"稳健性:换数据CHFS2015;ATE处理效应,Z值记入t_stat"
