variant,model,group,group_label_cn,items,rmse_x,mae_x,mean_x,relative_rmse
robust_real_derived_cpi_nonfood,AIDADS_sat,grain,粮食/主粮,grain,0.07514237735209263,0.051709260052730244,0.4162108514051832,0.18053920770782877
robust_real_derived_cpi_nonfood,AIDADS_sat,oil,食用油,oil,0.031682778917383025,0.024920584648296475,0.1280012295893504,0.2475193325800599
robust_real_derived_cpi_nonfood,AIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010870700302471633,0.00809917856036292,0.05127216060514116,0.21201954772667816
robust_real_derived_cpi_nonfood,AIDADS_sat,pork,猪肉,pork,0.046396099561841014,0.037178675648524076,0.10369770792339729,0.4474168281146036
robust_real_derived_cpi_nonfood,AIDADS_sat,aquatic,水产品,aquatic,0.00933059613493788,0.007337668272413503,0.012086946516067662,0.7719564343677988
robust_real_derived_cpi_nonfood,AIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.01333658440364052,0.010720062408868978,0.028343059898296212,0.4705414465303453
robust_real_derived_cpi_nonfood,AIDADS_sat,milk,奶类,milk,0.0040895280081070335,0.003247130129889017,0.01000442393094712,0.408771962916997
robust_real_derived_cpi_nonfood,AIDADS_sat,egg,蛋类,egg,0.008231332928729513,0.006367987600256134,0.019618095147095598,0.41957860164360233
robust_real_derived_cpi_nonfood,AIDADS_sat,nonfood,其他/未覆盖支出,,3.7569102336059856,3.112636231595694,187.40895904594552,0.020046588235330492
robust_real_derived_cpi_nonfood,MAIDADS_sat,grain,粮食/主粮,grain,0.07413716172526773,0.05118909109613826,0.4162108514051832,0.17812404812361524
robust_real_derived_cpi_nonfood,MAIDADS_sat,oil,食用油,oil,0.03163136149531566,0.024816717017400364,0.1280012295893504,0.2471176378289054
robust_real_derived_cpi_nonfood,MAIDADS_sat,vegfruit,蔬菜水果,vegetable+fruit,0.010874570292538036,0.008082857840628139,0.05127216060514116,0.21209502709054204
robust_real_derived_cpi_nonfood,MAIDADS_sat,pork,猪肉,pork,0.04644906042656184,0.03700639954773107,0.10369770792339729,0.44792755169549464
robust_real_derived_cpi_nonfood,MAIDADS_sat,aquatic,水产品,aquatic,0.009332908109230686,0.0073889218063101034,0.012086946516067662,0.772147712974826
robust_real_derived_cpi_nonfood,MAIDADS_sat,othermeat,其他肉类(牛羊禽),beef+mutton+poultry,0.013282387775230116,0.010593758347321071,0.028343059898296212,0.4686292807795449
robust_real_derived_cpi_nonfood,MAIDADS_sat,milk,奶类,milk,0.004119598345768327,0.003266468921866401,0.01000442393094712,0.4117776669804039
robust_real_derived_cpi_nonfood,MAIDADS_sat,egg,蛋类,egg,0.008232104529679178,0.0063618248149238665,0.019618095147095598,0.41961793272767955
robust_real_derived_cpi_nonfood,MAIDADS_sat,nonfood,其他/未覆盖支出,,3.765660007909649,3.1178278905494934,187.40895904594552,0.020093276367788016
