income,group,quantity_2000kcal_elasticity,expenditure_elasticity,budget_share_elasticity,budget_share,support_flag
10000.0,grain,-0.7567613668621469,-0.7567613668621469,-1.756761366862147,0.062495929826126596,in_support
10000.0,oil,-0.5567424553037796,-0.5567424553037796,-1.5567424553037796,0.09595964074713104,in_support
10000.0,vegfruit,4.753835863747159,4.753835863747159,3.7538358637471587,0.011684567279468991,in_support
10000.0,meatsea,0.13904995897043818,0.13904995897043818,-0.8609500410295619,0.07107153065094136,in_support
10000.0,dairyegg,2.20529467694586,2.20529467694586,1.2052946769458601,0.004314452221557123,in_support
10000.0,nonfood,1.3595906961296813,1.3595906961296813,0.3595906961296813,0.7544738792747749,in_support
10000.0,all_food,-0.49372754099940774,-0.10498135301208918,-1.104981353012089,0.24552612072522512,in_support
10000.0,plant_food,-0.635376414391092,-0.2655034659238496,-1.2655034659238495,0.17014013785272664,in_support
10000.0,animal_food,0.31838205884650234,0.2573042255338566,-0.7426957744661433,0.07538598287249848,in_support
13533.915988267352,grain,-1.1739964121370852,-1.1739964121370852,-2.173996412137085,0.03323444146233,in_support
13533.915988267352,oil,-0.7746516618741497,-0.7746516618741497,-1.7746516618741497,0.05638733657705766,in_support
13533.915988267352,vegfruit,1.9141179412836709,1.9141179412836709,0.9141179412836709,0.02372504254384821,in_support
13533.915988267352,meatsea,-0.012743623032158572,-0.012743623032158572,-1.0127436230321585,0.052871757897237665,in_support
13533.915988267352,dairyegg,1.285451880690783,1.285451880690783,0.2854518806907831,0.00562837579769065,in_support
13533.915988267352,nonfood,1.2446055861046146,1.2446055861046146,0.24460558610461458,0.8281530457218358,in_support
13533.915988267352,all_food,-0.7109247987061985,-0.1787864152710786,-1.1787864152710785,0.17184695427816418,in_support
13533.915988267352,plant_food,-0.9270983608713916,-0.32894728975614884,-1.3289472897561487,0.11334682058323588,in_support
13533.915988267352,animal_food,0.1727080596022908,0.11215749585978829,-0.8878425041402117,0.05850013369492831,in_support
